p.person_id,p.person_name,job.report_year,job.job_name,job.monthly_salary,job.job_id
152,"Izet Bralić",2014,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1161 €",,677
74,"Dr Petar Ivanović",2011,"DIREKTOR - Postavljena od: AGENCIJA CG ZA PROMOCIJU STRANIH INVESTICIJA - visina mjesecne zarade 500",,678
74,"Dr Petar Ivanović",2011,"DIREKTOR - Postavljena od: AGENCIJA CG ZA PROMOCIJU STRANIH INVESTICIJA - visina mjesecne zarade 500",,679
43,"Emin Duraković",2012,"ODBORNIK - Postavljena od: SO BAR - visina mjesecne zarade 200",,680
100,"Milorad Vuletić",2015,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1273,83 €",,681
101,"Milo Ðukanović",2008,"POSLANIK U SKUPŠTINI CRNE GORE ( OD 01. MARTA 2008.GODINE - PREDSJEDNIK VLADE CRNE GORE)",,682
15,"Milo Đukanović",2008,"POSLANIK U SKUPŠTINI CRNE GORE ( OD 01. MARTA 2008.GODINE - PREDSJEDNIK VLADE CRNE GORE)",,683
75,"Jusuf Kalamperović",2009,"MINISTAR UNUTRAŠNJIH POSLOVA I JAVNE UPRAVE","350 €",684
75,"Jusuf Kalamperović",2014,"ČLAN BORDA DIREKTORA ""MONTEPUT"" - Postavljena od: MONTEPUT - visina mjesecne zarade 240 €",,685
149,"Dr Svetozar Golubović",2009,"POSLANIK U SKUPŠTINI C. G I ODBORNIK U SO NIKŠIĆ",,686
149,"Dr Svetozar Golubović",2009,"POSLANIK U SKUPŠTINI C. G I ODBORNIK U SO NIKŠIĆ",,687
149,"Dr Svetozar Golubović",2009,"POSLANIK U SKUPŠTINI C. G I ODBORNIK U SO NIKŠIĆ",,688
5,"Zorica Kovačević",2009,"ODBORNIK SO DANILOVGRAD",,689
100,"Milorad Vuletić",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1393 €",,690
33,"Srðan Milić",2013,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1175.50 € + 225 € =1400.50 €",,691
115,"Srđan Milić",2013,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1175.50 € + 225 € =1400.50 €",,692
33,"Srðan Milić",2013,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1175.50 € + 225 € =1400.50 €",,693
115,"Srđan Milić",2013,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1175.50 € + 225 € =1400.50 €",,694
33,"Srðan Milić",2013,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1175.50 € + 225 € =1400.50 €",,695
115,"Srđan Milić",2013,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1175.50 € + 225 € =1400.50 €",,696
8,"Valentina Radulović Šćepanović",2014,"SAVJETNICA PREDSJEDNIKA VLADE - Postavljena od: VLADA CG - visina mjesecne zarade 647.9 €",,697
26,"Niko Martinović",2007,"POSLANIK U SKUPŠTINI RCG","400 €",698
26,"Niko Martinović",2007,"POSLANIK U SKUPŠTINI RCG",,699
139,"Milutin Đukanović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1175 €",,700
139,"Milutin Đukanović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1175 €",,701
139,"Milutin Đukanović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1175 €",,702
138,"Ðorðe Džuverović",2006,"POSLANIK U SKUPŠTINI RCG",,703
155,"Ana Ponoš",2014,"POSLANICA - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1 085 €",,704
135,"Miloš Bigović",2012,"ODBORNIK - Postavljena od: SO HERCEG NOVI - visina mjesecne zarade",,705
55,"Duško Marković",2013,"POTREDSJEDNIK VLADE I MINISTAR PRAVDE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1057.45 €",,706
20,"Miodrag Radunović",2015,"MINISTAR - Postavljena od: MINISTARSTVO ZDRAVLJA - visina mjesecne zarade 1034 €",,707
156,"Zarija Pejović",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1000 € ( Zarada iz prava po pretsanku javne funkcije )",,708
18,"Zoran Jelić",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: DRŽAVNA IZBORNA KOMISIJA - visina mjesecne zarade SKUPŠTINSKI PAUŠAL",,709
18,"Zoran Jelić",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: DRŽAVNA IZBORNA KOMISIJA - visina mjesecne zarade SKUPŠTINSKI PAUŠAL",,710
48,"Miomir Vojinović",2015,"ODBORNIK - Postavljena od: SO BIJELO POLJE - visina mjesecne zarade 137,50 €",,711
48,"Miomir Vojinović",2015,"ODBORNIK - Postavljena od: SO BIJELO POLJE - visina mjesecne zarade 137,50 €",,712
83,"Miraš Radović",2008,"MINISTAR PRAVDE CRNE GORE",,713
83,"Miraš Radović",2008,"MINISTAR PRAVDE CRNE GORE",,714
83,"Miraš Radović",2008,"MINISTAR PRAVDE CRNE GORE",,715
137,"Osman Subašić",2007,"POMOĆNIK MINISTRA UNUTRAŠNJIH POSLOVA","301 €",716
72,"Obrad Stanišić",2014,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1240 €",,717
157,"Ivana Mrvaljević",2008,"UMJ. DIREKTOR KRALJEVSKO POZORIŠTE ""ZETSKI DOM""",,718
70,"Predrag Sekulić",2011,"MINISTAR ODRŽIVOG RAZVOJA I TURIZMA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1373 + 300 € (plata, paušal, kolegijum)",,719
70,"Predrag Sekulić",2011,"MINISTAR ODRŽIVOG RAZVOJA I TURIZMA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1373 + 300 € (plata, paušal, kolegijum)",,720
94,"Ljubica Džaković",2007,"POSLANIK U SKUPŠTINI RCG",,721
61,"Mehmed Zenka",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade VOLONTERSKA",,722
61,"Mehmed Zenka",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade VOLONTERSKA",,723
61,"Mehmed Zenka",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade VOLONTERSKA",,724
131,"Veselinka Peković",2005,"POSLANIK U SKUPŠTINI RCG",,725
131,"Veselinka Peković",2005,"POSLANIK U SKUPŠTINI RCG",,726
89,"Janko Vučinić",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1160 €",,727
89,"Janko Vučinić",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1160 €",,728
191,"Milica Pejanović - Ðurišić",2013,"MINISTAR ODBRANE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1080 €",,729
134,"Milica Pejanović - Đurišić",2013,"MINISTAR ODBRANE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1080 €",,730
65,"Ervin Spahić",2013,"V.D DIREKTOR AGENCIJE ZA ZAŠTITU ŽIVOTNE SREDINE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 720 € (+ 110 € ZA ODVOJENI ŽIVOT)",,731
65,"Ervin Spahić",2013,"V.D DIREKTOR AGENCIJE ZA ZAŠTITU ŽIVOTNE SREDINE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 720 € (+ 110 € ZA ODVOJENI ŽIVOT)",,732
65,"Ervin Spahić",2013,"V.D DIREKTOR AGENCIJE ZA ZAŠTITU ŽIVOTNE SREDINE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 720 € (+ 110 € ZA ODVOJENI ŽIVOT)",,733
158,"Dr Radoje Žugić",2013,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1063.51 € (decembar 2012. godine )",,734
112,"Mr Radoje Žugić",2013,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1063.51 € (decembar 2012. godine )",,735
158,"Dr Radoje Žugić",2013,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1063.51 € (decembar 2012. godine )",,736
112,"Mr Radoje Žugić",2013,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1063.51 € (decembar 2012. godine )",,737
158,"Dr Radoje Žugić",2013,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1063.51 € (decembar 2012. godine )",,738
112,"Mr Radoje Žugić",2013,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1063.51 € (decembar 2012. godine )",,739
144,"Ivan Brajović",2009,"POSLANIK U SKUPŠTINI CRNE GORE",,740
144,"Ivan Brajović",2009,"POSLANIK U SKUPŠTINI CRNE GORE",,741
144,"Ivan Brajović",2009,"POSLANIK U SKUPŠTINI CRNE GORE",,742
159,"Miodrag Vuković",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1450 € (+ 300 € predsjednik odbora)",,743
160,"Miroljub Todorović",2009,"PREDSJEDNIK UO OPŠTA BOLNICA ""DANILO I "" CETINJE",,744
41,"Fahrudin Hadrović",2005,"POSLANIK U SKUPŠTINI CRNE GORE",,745
161,"Andrija Lompar",2006,"MINISTAR POMORSVA I SAOBRAĆAJA",,746
161,"Andrija Lompar",2006,"MINISTAR POMORSVA I SAOBRAĆAJA",,747
161,"Andrija Lompar",2006,"MINISTAR POMORSVA I SAOBRAĆAJA",,748
90,"Vujica Lazović",2009,"POTPREDSJEDNIK VLADE CG I MINISTAR ZA INFORMACIONO DRUŠTVO",,749
69,"Veljko Zarubica",2013,"ODBORNIK - Postavljena od: SO NIKŠIĆ - visina mjesecne zarade 100",,750
69,"Veljko Zarubica",2013,"ODBORNIK - Postavljena od: SO NIKŠIĆ - visina mjesecne zarade 100",,751
46,"Željko Šturanović",2013,"POTPREDSJEDNIK SKUPŠTINE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1250.42 €(PLATA)+ 300 € (UČEŠĆE U KOLEGIJUMU)",,752
46,"Željko Šturanović",2013,"POTPREDSJEDNIK SKUPŠTINE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1250.42 €(PLATA)+ 300 € (UČEŠĆE U KOLEGIJUMU)",,753
27,"Rajko Kovačević",2007,"POSLANIK U SKUPŠTINI CRNE GORE",,754
27,"Rajko Kovačević",2007,"POSLANIK U SKUPŠTINI CRNE GORE",,755
95,"Genci Nimanbegu",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1263 €",,756
95,"Genci Nimanbegu",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1263 €",,757
140,"Amir Hollaj",2012,"ODBORNIK - Postavljena od: SO ULCINJ - visina mjesecne zarade /",,758
140,"Amir Hollaj",2012,"ODBORNIK - Postavljena od: SO ULCINJ - visina mjesecne zarade /",,759
107,"Velizar Kaluđerović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1300 €+220 € varijabila",,760
40,"Jasmin Sutović",2006,"POSLANIK U SKUPŠTINI SCG",,761
40,"Jasmin Sutović",2006,"POSLANIK U SKUPŠTINI SCG",,762
140,"Amir Hollaj",2011,"POSLANIK U PARLAMENTU CG - Postavljena od: - visina mjesecne zarade 1369.27 €",,763
140,"Amir Hollaj",2011,"POSLANIK U PARLAMENTU CG - Postavljena od: - visina mjesecne zarade 1369.27 €",,764
154,"Branislav Mićunović",2014,"MINISTAR KULTURE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1.073,20 €",,765
143,"Aleksandar Bogdanović",2013,"GRADONAČELNIK PRIJESTONICE CETINJE - Postavljena od: PRIJESTONICA CETINJE - visina mjesecne zarade 1210 €",,766
40,"Jasmin Sutović",2015,"POSLANIK U SKUPŠTINI CRNE GORE(OD 01 OKTOBRA 2014G-PROFESIONALNI POSLANIK) - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1246,03 €",,767
40,"Jasmin Sutović",2015,"POSLANIK U SKUPŠTINI CRNE GORE(OD 01 OKTOBRA 2014G-PROFESIONALNI POSLANIK) - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1246,03 €",,768
162,"Slavko Stojanović",2007,"POMOĆNIK DIREKTORA UPRAVE POLICIJE",,769
163,"Dr Miodrag Pavličić",2005,"MINISTAR ZDRAVLJA",,770
163,"Dr Miodrag Pavličić",2005,"MINISTAR ZDRAVLJA","250 EURA",771
17,"Dr.Gordana Ðurović",2005,"MINISTAR ZA EKONOMSKE ODNOSE SA INOSTRANSTVOM I EVROP. INTEGRACIJE",,772
186,"Dr.Gordana Đurović",2005,"MINISTAR ZA EKONOMSKE ODNOSE SA INOSTRANSTVOM I EVROP. INTEGRACIJE",,773
17,"Dr.Gordana Ðurović",2005,"MINISTAR ZA EKONOMSKE ODNOSE SA INOSTRANSTVOM I EVROP. INTEGRACIJE",,774
186,"Dr.Gordana Đurović",2005,"MINISTAR ZA EKONOMSKE ODNOSE SA INOSTRANSTVOM I EVROP. INTEGRACIJE",,775
80,"Srða Božović",2014,"ČLAN SAVJETA CBCG - Postavljena od: CENTRALNA BANKA CRNE GORE - visina mjesecne zarade 900 €",,776
164,"Srđa Božović",2014,"ČLAN SAVJETA CBCG - Postavljena od: CENTRALNA BANKA CRNE GORE - visina mjesecne zarade 900 €",,777
80,"Srða Božović",2014,"ČLAN SAVJETA CBCG - Postavljena od: CENTRALNA BANKA CRNE GORE - visina mjesecne zarade 900 €",,778
164,"Srđa Božović",2014,"ČLAN SAVJETA CBCG - Postavljena od: CENTRALNA BANKA CRNE GORE - visina mjesecne zarade 900 €",,779
80,"Srða Božović",2014,"ČLAN SAVJETA CBCG - Postavljena od: CENTRALNA BANKA CRNE GORE - visina mjesecne zarade 900 €",,780
164,"Srđa Božović",2014,"ČLAN SAVJETA CBCG - Postavljena od: CENTRALNA BANKA CRNE GORE - visina mjesecne zarade 900 €",,781
191,"Milica Pejanović - Ðurišić",2012,"MINISTAR ODBRANE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1080 €",,782
134,"Milica Pejanović - Đurišić",2012,"MINISTAR ODBRANE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1080 €",,783
165,"Svetlana Sovilj",2014,"JU DJEČJI DOM MLADOST-BIJELA - Postavljena od: MINISTARSTVO RADA I SOCIJALNOG STARANJA - visina mjesecne zarade /",,784
136,"Miloje Pupović",2005,"POSLANIK U SKUPŠTINI RCG",,785
136,"Miloje Pupović",2005,"POSLANIK U SKUPŠTINI RCG",,786
43,"Emin Duraković",2013,"ODBORNIK - Postavljena od: SO BAR - visina mjesecne zarade 200",,787
166,"Miladin M Joksimović",2005,"POSLANIK U SKUPŠTINI RCG",,788
166,"Miladin M Joksimović",2005,"POSLANIK U SKUPŠTINI RCG",,789
166,"Miladin M Joksimović",2005,"POSLANIK U SKUPŠTINI RCG",,790
167,"Snežana Jonica",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1303,81 € + 225 € ZA RAD U ODBORIMA",,791
45,"Branko Radulović",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1428,68 €",,792
45,"Branko Radulović",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1428,68 €",,793
108,"Vuksan Simonović",2009,"POSLANIK U SKUPŠTINI CG",,794
108,"Vuksan Simonović",2009,"POSLANIK U SKUPŠTINI CG",,795
168,"Srđan Perić",2013,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1270 €",,796
154,"Branislav Mićunović",2011,"MINISTAR KULTURE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1198 + 926(posebna naknada)",,797
169,"Predrag Popović",2009,"POSLANIK - SKUPŠTINA CRNE GORE",,798
169,"Predrag Popović",2009,"POSLANIK - SKUPŠTINA CRNE GORE",,799
52,"Dragica Perović",2011,"ODBORNIK - Postavljena od: SO KOTOR - visina mjesecne zarade 104",,800
159,"Miodrag Vuković",2010,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1420 €",,801
107,"Velizar Kaluđerović",2012,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1458 € + 220 € varijabila",,802
159,"Miodrag Vuković",2005,POSLANIK,,803
159,"Miodrag Vuković",2005,POSLANIK,,804
170,"Dragoslav Šćekić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1225 €",,805
170,"Dragoslav Šćekić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1225 €",,806
170,"Dragoslav Šćekić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1225 €",,807
170,"Dragoslav Šćekić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1225 €",,808
170,"Dragoslav Šćekić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1225 €",,809
167,"Snežana Jonica",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1109 € (+ 225 € NAD.ZA RAD U ODBORIMA)",,810
171,"Mirjana Kojičić",2013,"ČLAN ODBORA DIREKTORA - Postavljena od: APOTEKE CG MONTEFARM - visina mjesecne zarade",,811
19,"Sanja Vlahović",2012,"MINISTAR NAUKE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1062.49 €",,812
172,"Svetozar Kalezić",2009,"PREDSJEDNIK UO CENTAR ZA SOCIJALNI RAD - ROŽAJE",,813
172,"Svetozar Kalezić",2009,"PREDSJEDNIK UO CENTAR ZA SOCIJALNI RAD - ROŽAJE",,814
157,"Ivana Mrvaljević",2015,"DIREKTOR - Postavljena od: JU GRADSKO POZORIŠTE - PODGORICA - visina mjesecne zarade 763,3 €",,815
87,"Miodrag Iličković",2009,"POSLANIK - SKUPŠTINA CRNE GORE",,816
32,"Koča Pavlović",2013,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1260+225 €",,817
32,"Koča Pavlović",2013,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1260+225 €",,818
173,"Branka Bošnjak",2008,"POSLANIK U SKUPŠTINI CRNE GORE",,819
60,"Husnija Š. Šabović",2006,"POSLANIK U SKUPŠTINI RCG",,820
60,"Husnija Š. Šabović",2006,"POSLANIK U SKUPŠTINI RCG",,821
60,"Husnija Š. Šabović",2006,"POSLANIK U SKUPŠTINI RCG",,822
60,"Husnija Š. Šabović",2006,"POSLANIK U SKUPŠTINI RCG",,823
60,"Husnija Š. Šabović",2006,"POSLANIK U SKUPŠTINI RCG",,824
46,"Željko Šturanović",2008,"PRESTALA FUNKCIJA PREDSJEDNIKA VLADE CRNE GORE 29. 02. 2008. GODINE",,825
2,"Marija Vučinović",2009,"ODBORNIK SO TIVAT",,826
49,"Maida Bešlić",2013,"POSLANICA SKUPŠTINE CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 720 € (DO 06. NOVEMBRA 2012)",,827
91,"Ferhat Dinoša",2007,"POSLANIK U SKUPŠTINI RCG",,828
91,"Ferhat Dinoša",2007,"POSLANIK U SKUPŠTINI RCG","550 EURA",829
91,"Ferhat Dinoša",2007,"POSLANIK U SKUPŠTINI RCG",,830
91,"Ferhat Dinoša",2007,"POSLANIK U SKUPŠTINI RCG",,831
118,"Mevludin Nuhodžić",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1452.22 €",,832
30,"Slavko Hrvačević",2010,"ODBORNIK - Postavljena od: SO NIKŠIĆ - visina mjesecne zarade /",,833
111,"Božidar Vuksanović",2005,POSLANIK,,834
111,"Božidar Vuksanović",2005,POSLANIK,,835
111,"Božidar Vuksanović",2005,POSLANIK,,836
87,"Miodrag Iličković",2014,"SUDIJA - Postavljena od: USTAVNI SUD CG - visina mjesecne zarade 1320 €",,837
153,"Jovanka Matković",2013,"POTPREDSJEDNIK OPŠTINE - Postavljena od: OPŠTINA HERCEG NOVI - visina mjesecne zarade 564 €",,838
137,"Osman Subašić",2014,"PREDSJEDNIK - Postavljena od: SO BAR - visina mjesecne zarade 1285 €",,839
100,"Milorad Vuletić",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1273,83 €",,840
119,"Dušanka Džakula Tušup",2008,"ODBORNIK SO HERCEG NOVI",,841
122,"Radivoje Nikčević",2010,"POSLANIK - Postavljena od: SKUPŠTINAV CG - visina mjesecne zarade 300",,842
122,"Radivoje Nikčević",2010,"POSLANIK - Postavljena od: SKUPŠTINAV CG - visina mjesecne zarade 300",,843
13,"Rifat Rastoder",2005,"POSLANIK - POTPREDSJEDNIK SKUPŠTINE",,844
13,"Rifat Rastoder",2005,"POSLANIK - POTPREDSJEDNIK SKUPŠTINE",,845
133,"Maja Kostić Mandić",2007,"POSLANIK U SKUPŠTINI RCG",,846
79,"Hajran Kalač",2006,"POSLANIK U SKUPŠTINI RCG",,847
79,"Hajran Kalač",2006,"POSLANIK U SKUPŠTINI RCG",,848
79,"Hajran Kalač",2006,"POSLANIK U SKUPŠTINI RCG",,849
79,"Hajran Kalač",2014,"DIREKTOR DOMA ZDRAVLJA - Postavljena od: UPRAVNI ODBOR DZ - visina mjesecne zarade 1.060 €",,850
79,"Hajran Kalač",2014,"DIREKTOR DOMA ZDRAVLJA - Postavljena od: UPRAVNI ODBOR DZ - visina mjesecne zarade 1.060 €",,851
54,"Vladimir Kavarić",2006,"SEKRETAR MINISTARSTVA FINANSIJA",,852
174,"Dr Stana Simić",2006,"POSLANIK U SKUPŠTINI RCG",,853
57,"Andrija Popović",2015,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: / - visina mjesecne zarade 1163,93 €",,854
57,"Andrija Popović",2015,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: / - visina mjesecne zarade 1163,93 €",,855
87,"Miodrag Iličković",2011,"SUDIJA - Postavljena od: USTAVNI SUD CG - visina mjesecne zarade 1470 €",,856
95,"Genci Nimanbegu",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1255.21 €",,857
95,"Genci Nimanbegu",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1255.21 €",,858
33,"Srðan Milić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade NAKNADNIM DOPISOM OD 01.03.2011- 1050",,859
115,"Srđan Milić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade NAKNADNIM DOPISOM OD 01.03.2011- 1050",,860
33,"Srðan Milić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade NAKNADNIM DOPISOM OD 01.03.2011- 1050",,861
115,"Srđan Milić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade NAKNADNIM DOPISOM OD 01.03.2011- 1050",,862
33,"Srðan Milić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade NAKNADNIM DOPISOM OD 01.03.2011- 1050",,863
115,"Srđan Milić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade NAKNADNIM DOPISOM OD 01.03.2011- 1050",,864
128,"Dobrica Šljivančanin",2005,"ODBORNIK U SO ŽABLJAK",,865
175,"Radovan Asanović",2015,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 657 € BOLNICA + SKUPŠTINA",,866
52,"Dragica Perović",2015,"ODBORNIK - Postavljena od: SO KOTOR - visina mjesecne zarade 150 €",,867
138,"Ðorðe Džuverović",2007,"POSLANIK U SKUPŠTINI RCG",,868
82,"Zvonko Vuković",2010,"DIREKTOR - Postavljena od: JZU DOM ZDRAVLJA ANDRIJEVICA - visina mjesecne zarade 1700 €",,869
82,"Zvonko Vuković",2010,"DIREKTOR - Postavljena od: JZU DOM ZDRAVLJA ANDRIJEVICA - visina mjesecne zarade 1700 €",,870
78,"Novica Stanić",2013,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1500 €",,871
176,"Predrag Bošković",2007,"POSLANIK U SKUPŠTINI RCG",,872
78,"Novica Stanić",2008,"POSLANIK U SKUPŠTINI CRNE GORE",,873
78,"Novica Stanić",2008,"POSLANIK U SKUPŠTINI CRNE GORE",,874
110,"Slobodan Radović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1312 €",,875
110,"Slobodan Radović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1312 €",,876
110,"Slobodan Radović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1312 €",,877
49,"Maida Bešlić",2011,"GLAVNI ADMINISTRATOR - Postavljena od: OPŠTINA PLJEVLJA - visina mjesecne zarade 932.50 €",,878
49,"Maida Bešlić",2011,"GLAVNI ADMINISTRATOR - Postavljena od: OPŠTINA PLJEVLJA - visina mjesecne zarade 932.50 €",,879
144,"Ivan Brajović",2011,"MINISTAR UNUTRAŠNJIH POSLOVA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1422. 42 €(+ posebni dodatak 926 €)",,880
144,"Ivan Brajović",2011,"MINISTAR UNUTRAŠNJIH POSLOVA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1422. 42 €(+ posebni dodatak 926 €)",,881
144,"Ivan Brajović",2011,"MINISTAR UNUTRAŠNJIH POSLOVA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1422. 42 €(+ posebni dodatak 926 €)",,882
68,"Obrad Gojković",2009,"DIREKTOR AGENCIJE ZA GAZDOVANJE GRADSKOM LUKOM - HERCEG NOVI",,883
177,"Hamdi Hasani",2012,"MINISTAR - Postavljena od: MINISTARSTVO ZA MANJINSKA PRAVA - visina mjesecne zarade 963,92 €",,884
79,"Hajran Kalač",2010,"DIREKTOR - Postavljena od: DOM ZDRAVLJA ROŽAJE - visina mjesecne zarade 1600",,885
79,"Hajran Kalač",2010,"DIREKTOR - Postavljena od: DOM ZDRAVLJA ROŽAJE - visina mjesecne zarade 1600",,886
79,"Hajran Kalač",2010,"DIREKTOR - Postavljena od: DOM ZDRAVLJA ROŽAJE - visina mjesecne zarade 1600",,887
141,"Drago Čantrić",2011,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1180 €",,888
