p.person_id,p.person_name,job.report_year,job.job_name,job.monthly_salary,job.job_id
28,"Vasilije Lalošević",2015,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,1893
28,"Vasilije Lalošević",2015,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,1894
105,"Predrag Nenezić",2014,"PREDSJEDNIK ODBORA DIREKTORA - Postavljena od: JP AERODROMI CRNE GORE - visina mjesecne zarade 490 €",,1895
120,"Milorad Bakić",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,1896
71,"Branimir Gvozdenović",2012,"MINISTAR - Postavljena od: MINISTARSTVO ODRŽIVOG RAZVOJA I TURIZMA - visina mjesecne zarade",,1897
71,"Branimir Gvozdenović",2012,"MINISTAR - Postavljena od: MINISTARSTVO ODRŽIVOG RAZVOJA I TURIZMA - visina mjesecne zarade",,1898
190,"Budimir Šaranović",2014,"PREDSJEDNIK DIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,1899
49,"Maida Bešlić",2010,"GLAVNI ADMINISTRATOR - Postavljena od: OPŠTINA PLJEVLJA - visina mjesecne zarade 937,06 €",,1900
49,"Maida Bešlić",2010,"GLAVNI ADMINISTRATOR - Postavljena od: OPŠTINA PLJEVLJA - visina mjesecne zarade 937,06 €",,1901
129,"Fatmir Gjeka",2009,"SEKRETAR SEKRETARIJATA ZA FINANSIJE I BUDŽET - ULCINJ",,1902
64,"Amer Halilović",2014,"SAVJETNIK PREDSJEDNIKA CRNE GORE - Postavljena od: PREDSJEDNIK CRNE GORE - visina mjesecne zarade 702 €",,1903
64,"Amer Halilović",2014,"SAVJETNIK PREDSJEDNIKA CRNE GORE - Postavljena od: PREDSJEDNIK CRNE GORE - visina mjesecne zarade 702 €",,1904
64,"Amer Halilović",2014,"SAVJETNIK PREDSJEDNIKA CRNE GORE - Postavljena od: PREDSJEDNIK CRNE GORE - visina mjesecne zarade 702 €",,1905
35,"Almer H. Kalač",2010,"ODBORNIK - Postavljena od: SO ROŽAJE - visina mjesecne zarade 110",,1906
35,"Almer H. Kalač",2010,"ODBORNIK - Postavljena od: SO ROŽAJE - visina mjesecne zarade 110",,1907
83,"Miraš Radović",2012,"SUDIJA USTAVNOG SUDA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1666.45 € (zarada i prekovremeni rad - radne subote)",,1908
83,"Miraš Radović",2012,"SUDIJA USTAVNOG SUDA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1666.45 € (zarada i prekovremeni rad - radne subote)",,1909
83,"Miraš Radović",2012,"SUDIJA USTAVNOG SUDA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1666.45 € (zarada i prekovremeni rad - radne subote)",,1910
27,"Rajko Kovačević",2014,"ŠEF KABINETA PREDSJEDNIKA VLADE - Postavljena od: VLADA CG - visina mjesecne zarade 650 €",,1911
27,"Rajko Kovačević",2014,"ŠEF KABINETA PREDSJEDNIKA VLADE - Postavljena od: VLADA CG - visina mjesecne zarade 650 €",,1912
152,"Izet Bralić",2009,"ČLAN UO DOM ZDRAVLJA ROŽAJE",,1913
156,"Zarija Pejović",2010,"ODBORNIK - Postavljena od: SKUPŠTINA GL. GRADA - visina mjesecne zarade 110",,1914
103,"Dragan Ðurović",2013,"DIREKTOR - Postavljena od: SAVJET AGENCIJE - visina mjesecne zarade AGENCIJA ZA CIVILNO VAZDUHOPLOVSTVO",,1915
104,"Dragan Đurović",2013,"DIREKTOR - Postavljena od: SAVJET AGENCIJE - visina mjesecne zarade AGENCIJA ZA CIVILNO VAZDUHOPLOVSTVO",,1916
103,"Dragan Ðurović",2013,"DIREKTOR - Postavljena od: SAVJET AGENCIJE - visina mjesecne zarade AGENCIJA ZA CIVILNO VAZDUHOPLOVSTVO",,1917
104,"Dragan Đurović",2013,"DIREKTOR - Postavljena od: SAVJET AGENCIJE - visina mjesecne zarade AGENCIJA ZA CIVILNO VAZDUHOPLOVSTVO",,1918
103,"Dragan Ðurović",2013,"DIREKTOR - Postavljena od: SAVJET AGENCIJE - visina mjesecne zarade AGENCIJA ZA CIVILNO VAZDUHOPLOVSTVO",,1919
104,"Dragan Đurović",2013,"DIREKTOR - Postavljena od: SAVJET AGENCIJE - visina mjesecne zarade AGENCIJA ZA CIVILNO VAZDUHOPLOVSTVO",,1920
127,"Luið Škrelja",2013,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 € (+ 225 € NAKNADA ZA ODBORE)",,1921
148,"Luiđ Škrelja",2013,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 € (+ 225 € NAKNADA ZA ODBORE)",,1922
127,"Luið Škrelja",2013,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 € (+ 225 € NAKNADA ZA ODBORE)",,1923
148,"Luiđ Škrelja",2013,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 € (+ 225 € NAKNADA ZA ODBORE)",,1924
127,"Luið Škrelja",2013,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 € (+ 225 € NAKNADA ZA ODBORE)",,1925
148,"Luiđ Škrelja",2013,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 € (+ 225 € NAKNADA ZA ODBORE)",,1926
180,"Neven Gošović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1320,14 €",,1927
55,"Duško Marković",2011,"POTPREDSJEDNIK VLADE I MINISTAR PRAVDE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade /",,1928
175,"Radovan Asanović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade U bolnici 653 € + 665 € u Skupštini",,1929
147,"Zarija Franović",2014,"ČLAN ODBORA DIREKTORA - Postavljena od: KONTEJNERSKI TERMINALI I GEN. TERETI - visina mjesecne zarade 243,50 € ili 0,5 prosječne zarade na nivou CG",,1930
147,"Zarija Franović",2014,"ČLAN ODBORA DIREKTORA - Postavljena od: KONTEJNERSKI TERMINALI I GEN. TERETI - visina mjesecne zarade 243,50 € ili 0,5 prosječne zarade na nivou CG",,1931
151,"Andrija Mandić",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1 300 €",,1932
151,"Andrija Mandić",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1 300 €",,1933
32,"Koča Pavlović",2007,"POSLANIK U SKUPŠTINI RCG",,1934
32,"Koča Pavlović",2007,"POSLANIK U SKUPŠTINI RCG",,1935
127,"Luið Škrelja",2006,"POSLANIK U SKUPŠTINI CG",,1936
148,"Luiđ Škrelja",2006,"POSLANIK U SKUPŠTINI CG",,1937
127,"Luið Škrelja",2006,"POSLANIK U SKUPŠTINI CG",,1938
148,"Luiđ Škrelja",2006,"POSLANIK U SKUPŠTINI CG",,1939
127,"Luið Škrelja",2006,"POSLANIK U SKUPŠTINI CG",,1940
148,"Luiđ Škrelja",2006,"POSLANIK U SKUPŠTINI CG",,1941
123,"Svetozar Marović",2014,"ČLAN/PREDSJEDNIK ODBORA DIREKTORA - Postavljena od: HG ""BUDVANSKA RIVIJERA"" - visina mjesecne zarade 487 € decembarski iznos",,1942
84,"Borislav Banović",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1671 € (PLATA - 1371 €- NAKNADA KOLEGIJUM - 300 €)",,1943
84,"Borislav Banović",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1671 € (PLATA - 1371 €- NAKNADA KOLEGIJUM - 300 €)",,1944
96,"Adis Balota",2012,"POMOĆNIK MINISTRA - Postavljena od: MINISTARSTVO ZA INFORMACIONO DRUŠTVO - visina mjesecne zarade 615 €",,1945
96,"Adis Balota",2012,"POMOĆNIK MINISTRA - Postavljena od: MINISTARSTVO ZA INFORMACIONO DRUŠTVO - visina mjesecne zarade 615 €",,1946
68,"Obrad Gojković",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1 119 € + 225 €- ODBORI",,1947
68,"Obrad Gojković",2015,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1 119 €",,1948
93,"Redžep Taganović",2014,"ODBORNIK - Postavljena od: OIK - visina mjesecne zarade 150 €",,1949
93,"Redžep Taganović",2014,"ODBORNIK - Postavljena od: OIK - visina mjesecne zarade 150 €",,1950
129,"Fatmir Gjeka",2007,"SEKRETAR ZA BUDŽET I FINANSIJE",,1951
84,"Borislav Banović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1290 €",,1952
84,"Borislav Banović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1290 €",,1953
153,"Jovanka Matković",2011,"POTPREDSJEDNIK OPŠTINE HN - Postavljena od: OPŠTINA HERCEG NOVI - visina mjesecne zarade 1040 €",,1954
22,"Zoran Gospić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade PAUŠAL 225 €",,1955
22,"Zoran Gospić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade PAUŠAL 225 €",,1956
77,"Raško Konjević",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1518",,1957
27,"Rajko Kovačević",2015,"ŠEF KABINETA PREDSJEDNIKA VLADE - Postavljena od: VLADA CG - visina mjesecne zarade 650 €",,1958
27,"Rajko Kovačević",2015,"ŠEF KABINETA PREDSJEDNIKA VLADE - Postavljena od: VLADA CG - visina mjesecne zarade 650 €",,1959
3,"Radosav Nišavić",2010,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1290 + 150 €(ODB. ZA ZDRASTVO)",,1960
3,"Radosav Nišavić",2010,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1290 + 150 €(ODB. ZA ZDRASTVO)",,1961
3,"Radosav Nišavić",2010,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1290 + 150 €(ODB. ZA ZDRASTVO)",,1962
97,"Zoran Bošnjak",2012,"POSLANIK U SKUPŠTINI CRNE GORE ( FUNKCIJA PRESTALA - NOVEMBAR 2012 ) - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade PAUŠAL: 248.41 €",,1963
48,"Miomir Vojinović",2007,"POSLANIK U SKUPŠTINI RCG",,1964
35,"Almer H. Kalač",2015,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1.088,69 €",,1965
35,"Almer H. Kalač",2015,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1.088,69 €",,1966
35,"Almer H. Kalač",2015,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1.088,69 €",,1967
126,"Dragan Kujović",2005,"POSLANIK - POTPRESJEDNIK SKUPŠTINE",,1968
126,"Dragan Kujović",2005,"POSLANIK - POTPRESJEDNIK SKUPŠTINE",,1969
6,"Nataša Vuković",2007,"ODBORNIK U SO B. POLJE",,1970
6,"Nataša Vuković",2007,"ODBORNIK U SO B. POLJE",,1971
41,"Fahrudin Hadrović",2009,"POSLANIK - SKUPŠTINA CRNE GORE",,1972
41,"Fahrudin Hadrović",2009,"POSLANIK - SKUPŠTINA CRNE GORE",,1973
1,"Fuad Nimani",2007,"MINISTAR ZA ZAŠTITU LJUDSKIH I MANJINSKIH PRAVA",,1974
128,"Dobrica Šljivančanin",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,1975
16,"Damir Šehović",2015,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 618,87 € + 225 €",,1976
51,"Milorad Drljević",2007,"POSLANIK U SKUPŠTINI RCG",,1977
51,"Milorad Drljević",2007,"POSLANIK U SKUPŠTINI RCG",,1978
137,"Osman Subašić",2010,"POMOĆNIK MINISTRA - Postavljena od: MUP I JU - visina mjesecne zarade 920 €",,1979
137,"Osman Subašić",2010,"POMOĆNIK MINISTRA - Postavljena od: MUP I JU - visina mjesecne zarade 920 €",,1980
57,"Andrija Popović",2006,"POTPREDSJEDNIK OPŠTINE KOTOR",,1981
57,"Andrija Popović",2006,"POTPREDSJEDNIK OPŠTINE KOTOR",,1982
57,"Andrija Popović",2006,"POTPREDSJEDNIK OPŠTINE KOTOR",,1983
26,"Niko Martinović",2006,"POSLANIK U SKUPŠTINI RCG","250 EURA",1984
26,"Niko Martinović",2006,"POSLANIK U SKUPŠTINI RCG",,1985
169,"Predrag Popović",2006,"POSLANIK U SKUPŠTINI RCG",,1986
169,"Predrag Popović",2006,"POSLANIK U SKUPŠTINI RCG",,1987
140,"Amir Hollaj",2014,"PREDSJEDNIK UO - Postavljena od: JP KOMUNALNE DJELATNOSTI- ULCINJ - visina mjesecne zarade 180 €",,1988
140,"Amir Hollaj",2014,"PREDSJEDNIK UO - Postavljena od: JP KOMUNALNE DJELATNOSTI- ULCINJ - visina mjesecne zarade 180 €",,1989
154,"Branislav Mićunović",2012,"MINISTAR KULTURE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1131.31€",,1990
78,"Novica Stanić",2014,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1300 €",,1991
42,"Žarko Šturanović",2009,"GENERALNI SEKRETAR VLADE C.G.","640 €",1992
42,"Žarko Šturanović",2009,"GENERALNI SEKRETAR VLADE C.G.","550 €",1993
42,"Žarko Šturanović",2009,"GENERALNI SEKRETAR VLADE C.G.","500 €",1994
11,"Dr. Milutin Vukić",2013,"ODBORNIK - Postavljena od: SKUPŠTINA PRIJESTONICE CETINJE - visina mjesecne zarade 140 €",,1995
105,"Predrag Nenezić",2010,"MINISTAR TURIZMA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1 084 €",,1996
31,"Rešid Adrović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade",,1997
31,"Rešid Adrović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade",,1998
31,"Rešid Adrović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade",,1999
161,"Andrija Lompar",2005,"MINISTAR POMORSTVA I SAOBRAĆAJA",,2000
127,"Luið Škrelja",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 €",,2001
148,"Luiđ Škrelja",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 €",,2002
127,"Luið Škrelja",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 €",,2003
148,"Luiđ Škrelja",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 €",,2004
127,"Luið Škrelja",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 €",,2005
148,"Luiđ Škrelja",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1337 €",,2006
151,"Andrija Mandić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1 300 €",,2007
151,"Andrija Mandić",2011,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1 300 €",,2008
37,"Milan Knežević",2009,"ODBORNIK U SKUPŠTINI GLAVNOG GRADA PODGORICA I ODBORNIK U GRADSKOJ OPŠTINI GOLUBOVCI",,2009
66,"Aleksandar Damjanović",2008,"POSLANIK U SKUPŠTINI CRNE GORE",,2010
114,"Suljo Mustafić",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1313 €",,2011
82,"Zvonko Vuković",2011,"ČLAN ODBORA DIREKTORA - Postavljena od: ZAVOD ZA HMP - visina mjesecne zarade 250",,2012
82,"Zvonko Vuković",2011,"ČLAN ODBORA DIREKTORA - Postavljena od: ZAVOD ZA HMP - visina mjesecne zarade 250",,2013
45,"Branko Radulović",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1428,68 €",,2014
45,"Branko Radulović",2011,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1428,68 €",,2015
22,"Zoran Gospić",2012,"POSLANIK (funkcija prestala : OKTOBAR 2012 ) - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,2016
22,"Zoran Gospić",2012,"POSLANIK (funkcija prestala : OKTOBAR 2012 ) - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,2017
83,"Miraš Radović",2011,"SUDIJA USTAVNOG SUDA (DO 29.12.2010.- MINISTAR PRAVDE) - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1143 €( na ime bonusa po odluci Vlade - 900 €)",,2018
83,"Miraš Radović",2011,"SUDIJA USTAVNOG SUDA (DO 29.12.2010.- MINISTAR PRAVDE) - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1143 €( na ime bonusa po odluci Vlade - 900 €)",,2019
83,"Miraš Radović",2011,"SUDIJA USTAVNOG SUDA (DO 29.12.2010.- MINISTAR PRAVDE) - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1143 €( na ime bonusa po odluci Vlade - 900 €)",,2020
150,"Budimir Aleksić",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1292 €",,2021
150,"Budimir Aleksić",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1292 €",,2022
150,"Budimir Aleksić",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1292 €",,2023
12,"Dr Igor Lukšić",2010,"POTPREDSJEDNIK VLADE CG I MINISTAR FINANSIJA - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1017",,2024
12,"Dr Igor Lukšić",2010,"POTPREDSJEDNIK VLADE CG I MINISTAR FINANSIJA - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1017",,2025
12,"Dr Igor Lukšić",2010,"POTPREDSJEDNIK VLADE CG I MINISTAR FINANSIJA - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1017",,2026
20,"Miodrag Radunović",2011,"MINISTAR - Postavljena od: MINISTARSTVO ZDRAVLJA - visina mjesecne zarade 1141 €",,2027
40,"Jasmin Sutović",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,2028
40,"Jasmin Sutović",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,2029
84,"Borislav Banović",2009,"POSLANIK U SKUPŠTINI CG",,2030
2,"Marija Vučinović",2013,"MINISTARKA BEZ PORTFELJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 780 €",,2031
177,"Hamdi Hasani",2013,"MINISTAR - Postavljena od: MINISTARSTVO ZA MANJINSKA PRAVA - visina mjesecne zarade 963 €",,2032
45,"Branko Radulović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,2033
45,"Branko Radulović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,2034
4,"Slaven Radunović",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1400 €",,2035
70,"Predrag Sekulić",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,2036
70,"Predrag Sekulić",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,2037
78,"Novica Stanić",2007,"POSLANIK U SKUPŠTINI RCG",,2038
78,"Novica Stanić",2007,"POSLANIK U SKUPŠTINI RCG",,2039
129,"Fatmir Gjeka",2015,"PREDSJEDNIK OPŠTINE ULCINJ - Postavljena od: OSNIVAČKA SKUPŠTINA-SO ULCINJ - visina mjesecne zarade /",,2040
129,"Fatmir Gjeka",2015,"PREDSJEDNIK OPŠTINE ULCINJ - Postavljena od: OSNIVAČKA SKUPŠTINA-SO ULCINJ - visina mjesecne zarade /",,2041
1,"Fuad Nimani",2006,"ŠREDSJEDNIK OPŠTINE ULCINJ",,2042
76,"Mr Milutin Simović",2006,"MINISTAR POLJOPRIVREDE, ŠUMARSTVA I VODOPRIVREDE",,2043
76,"Mr Milutin Simović",2006,"MINISTAR POLJOPRIVREDE, ŠUMARSTVA I VODOPRIVREDE",,2044
105,"Predrag Nenezić",2011,"MINISTAR TURIZMA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1023.11 €",,2045
154,"Branislav Mićunović",2008,"MINISTAR KULTURE SPORTA I MEDIJA",,2046
136,"Miloje Pupović",2014,"PREDSJEDNIK - Postavljena od: OPŠTINA - PLJEVLJA - visina mjesecne zarade 1.175 €",,2047
75,"Jusuf Kalamperović",2011,"ČLAN BORDA DIREKTORA ""MONTEPUT"" - Postavljena od: MONTEPUT - visina mjesecne zarade 900",,2048
20,"Miodrag Radunović",2005,,,2049
190,"Budimir Šaranović",2010,"DIREKTOR - PRESTALA F-JA 17. 07 2009 - Postavljena od: UPRAVA ZA CIVILNO VAZDUHOPLOVSTVO - visina mjesecne zarade 771 €",,2050
81,"Slavoljub Stijepović",2013,"MINISTAR PROSVJETE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1039.82 €",,2051
81,"Slavoljub Stijepović",2013,"MINISTAR PROSVJETE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1039.82 €",,2052
81,"Slavoljub Stijepović",2007,"POTPREDSJEDNIK SKUPŠTINE RCG",,2053
81,"Slavoljub Stijepović",2007,"POTPREDSJEDNIK SKUPŠTINE RCG",,2054
123,"Svetozar Marović",2012,"POTPREDSJEDNIK VLADE CG ZA POLITIČKI SISTEM I SPOLJNU POLITIKU (funkcija prestala 29.12.2010) - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1100 €",,2055
161,"Andrija Lompar",2007,"MINISTAR POMORSTVA, SAOBRAĆAJA I TELEKOMUNIKACIJA",,2056
161,"Andrija Lompar",2007,"MINISTAR POMORSTVA, SAOBRAĆAJA I TELEKOMUNIKACIJA",,2057
161,"Andrija Lompar",2007,"MINISTAR POMORSTVA, SAOBRAĆAJA I TELEKOMUNIKACIJA",,2058
57,"Andrija Popović",2007,"POTPREDSJEDNIK OPŠTINE KOTOR",,2059
47,"Predrag Ivanović",2011,"ČLAN UO - Postavljena od: UNIVERZITET CRNE GORE - visina mjesecne zarade 140 €",,2060
47,"Predrag Ivanović",2011,"ČLAN UO - Postavljena od: UNIVERZITET CRNE GORE - visina mjesecne zarade 140 €",,2061
2,"Marija Vučinović",2007,"ODBORNIK SO TIVAT",,2062
66,"Aleksandar Damjanović",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1320",,2063
66,"Aleksandar Damjanović",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1320",,2064
194,"Vesna Kilibarda",2005,"MINISTAR KULTURE I MEDIJA",,2065
191,"Milica Pejanović - Ðurišić",2011,"AMBASADOR U FRANCUSKOJ - STALNI PREDSTAVNIK PRI UNESCO(DATUM PRESTANKA FUNKC. 15.07.2010) - Postavljena od: VLADA CG - visina mjesecne zarade 4600.46 €",,2066
134,"Milica Pejanović - Đurišić",2011,"AMBASADOR U FRANCUSKOJ - STALNI PREDSTAVNIK PRI UNESCO(DATUM PRESTANKA FUNKC. 15.07.2010) - Postavljena od: VLADA CG - visina mjesecne zarade 4600.46 €",,2067
47,"Predrag Ivanović",2012,"ČLAN UO - Postavljena od: UNIVERZITET CRNE GORE - visina mjesecne zarade 140 €",,2068
47,"Predrag Ivanović",2012,"ČLAN UO - Postavljena od: UNIVERZITET CRNE GORE - visina mjesecne zarade 140 €",,2069
20,"Miodrag Radunović",2006,"POSLANIK U SKUPŠTINI RCG ( IMENOVAN ZA MINISTRA ZDRAVLJA, RADA I SOCIJALNOG STARANJA )",,2070
62,"Šefkija Murić",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1266.89 €",,2071
62,"Šefkija Murić",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1266.89 €",,2072
62,"Šefkija Murić",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1266.89 €",,2073
54,"Vladimir Kavarić",2009,"PREDSJEDNIK SAVJETA AGENCIJE ZA NADZOR OSIGURANJA",,2074
84,"Borislav Banović",2006,"POSLANIK U SKUPŠTINI RCG",,2075
84,"Borislav Banović",2006,"POSLANIK U SKUPŠTINI RCG",,2076
190,"Budimir Šaranović",2009,"DIREKTOR - UPRAVA ZA CIVILNO VAZDUHOPLOVSTVO",,2077
190,"Budimir Šaranović",2009,"DIREKTOR - UPRAVA ZA CIVILNO VAZDUHOPLOVSTVO","398 €",2078
178,"Marta Šćepanović",2008,"SEKRETAR SEKRETARIJATA ZA INSPEKCIJSKE POSLOVE KOLAŠIN",,2079
60,"Husnija Š. Šabović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 800 € (+ 225 € ODBORI)",,2080
60,"Husnija Š. Šabović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 800 € (+ 225 € ODBORI)",,2081
60,"Husnija Š. Šabović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 800 € (+ 225 € ODBORI)",,2082
60,"Husnija Š. Šabović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 800 € (+ 225 € ODBORI)",,2083
60,"Husnija Š. Šabović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 800 € (+ 225 € ODBORI)",,2084
58,"Halil Duković",2005,"POSLANIK U PARLAMENTU RCG",,2085
146,"Darko Pajović",2014,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 876.19 €",,2086
146,"Darko Pajović",2014,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 876.19 €",,2087
146,"Darko Pajović",2014,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 876.19 €",,2088
136,"Miloje Pupović",2010,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1300",,2089
5,"Zorica Kovačević",2014,"POSLANIK SKUPŠTINE CG - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 456,39 €",,2090
20,"Miodrag Radunović",2008,"MINISTAR ZDRAVLJA, RADA I SOCIJALNOG STARANJA",,2091
