c.company_id,company_name,company_city,p.person_id,person_name,year,shares,nominal_value,obtained_through
253,"STR ""MILLENIUM""",Žabljak,53,Dobrica Šljivančanin,2014,100 %,/,/
254,HLT FOND(DOPISOM OD 1.10.2014 G),Podgorica,53,Dobrica Šljivančanin,2014,/,"2551,15",/
255,LUKA BAR (DOPISOM OD 1.10.2014 G),Bar,53,Dobrica Šljivančanin,2014,/,"1911,43",/
256,KOGE (DOPISOM OD 1.10.2014 G),Podgorica,53,Dobrica Šljivančanin,2014,/,"1812,33",/
257,EPCG,,54,Maja Kostić Mandić,2007,AKCIJE,,AKCIJE
84,ATLAS MONT,Podgorica,54,Maja Kostić Mandić,2010,1 VAUČER,/,/
30,JADRANSKO BRODOGRADILIŠTE,Herceg Novi,58,Marta Šćepanović,2015,,,
69,LUKA BAR,Bar,58,Marta Šćepanović,2015,,,
258,KOGE,Podgorica,58,Marta Šćepanović,2015,,,
259,"""MLJEKARA"" PODGORICA",,59,Borislav Banović,2007,MVP,,
,"""CETINJETURIST"" CETINJE",Cetinje,59,Borislav Banović,2007,,,
260,"""PLANTAŽE"" PODGORICA",,59,Borislav Banović,2007,MVP,,
261,MLJEKARA PG,,59,Borislav Banović,2009,MVP,,
27,PLANTAŽE,,59,Borislav Banović,2009,MVP,,
262,CETINJE TURIST,Cetinje,59,Borislav Banović,2010,,MVP,
263,MLJEKARA,Podgorica,59,Borislav Banović,2010,,MVP,
262,CETINJE TURIST,Cetinje,59,Borislav Banović,2011,,MVP,
263,MLJEKARA,Podgorica,59,Borislav Banović,2011,,MVP,
264,"AD ""OTRANTKOMERC""",,66,Redžep Taganović,2007,9935 AKCIJA,,
265,ŽELJEZARA NK,Nikšić,69,Vesko Vukadinović,2015,119,/,/
266,SOLANA B.SEKULĆ,Ulcinj,69,Vesko Vukadinović,2015,42,/,/
267,JADRANSKO BRODOGRAD.,Herceg Novi,69,Vesko Vukadinović,2015,64,/,/
268,HTP MIMOZA,Tivat,69,Vesko Vukadinović,2015,264,/,/
201,DUVANSKI KOMBINAT,Podgorica,69,Vesko Vukadinović,2015,247,/,/
75,MONETA,Podgorica,69,Vesko Vukadinović,2015,5000,/,/
269,MONTENEGROEXPRES,Budva,70,Ljerka Dragičević,2009,MVP,,
270,MONTENEGROEXSPRES,Budva,70,Ljerka Dragičević,2010,8100,/,/
270,MONTENEGROEXSPRES,Budva,70,Ljerka Dragičević,2011,8100 AKC,/,/
270,MONTENEGROEXSPRES,Budva,70,Ljerka Dragičević,2012,8100 AKC,/,/
270,MONTENEGROEXSPRES,Budva,70,Ljerka Dragičević,2013,8100 AKC,/,/
270,MONTENEGROEXSPRES,Budva,70,Ljerka Dragičević,2014,8100 AKC,2 475 €,/
271,ATLAS MONT F,Podgorica,71,Predrag Nenezić,2010,VAUČER,/,/
272,ATLAS MONT FOND,Podgorica,71,Predrag Nenezić,2011,1 vaučer,/,/
272,ATLAS MONT FOND,Podgorica,71,Predrag Nenezić,2012,1 vaučer,/,/
272,ATLAS MONT FOND,Podgorica,71,Predrag Nenezić,2013,1 vaučer,/,/
6,HLT FOND,Podgorica,72,Husnija Š. Šabović,2011,/,/,/
142,HLT,Podgorica,72,Husnija Š. Šabović,2011,/,/,/
273,MARKO RADOVIĆ,Podgorica,73,Milan Roćen,2010,201 AKCIJA,/,/
273,MARKO RADOVIĆ,Podgorica,73,Milan Roćen,2011,201 AKCIJA,/,/
274,MARKO RADOVIĆ,Podgorica,73,Milan Roćen,2012,JEDAN VAUČER,/,/
274,MARKO RADOVIĆ,Podgorica,73,Milan Roćen,2013,JEDAN VAUČER,/,/
274,MARKO RADOVIĆ,Podgorica,73,Milan Roćen,2014,201,221.16,/
275,"""CMC""(INDUST.MARKO RADOVIĆ)",Podgorica,73,Milan Roćen,2015,201,221.16,/
39,AD PLANTAŽE,Podgorica,28,Mevludin Nuhodžić,2013,3.62,1.850.91,/
276,MIG,Podgorica,29,Adis Balota,2010,5000,/,/
277.0,RUBN,Podgorica,29,Adis Balota,2010,151,,
278.0,SOBS,Podgorica,29,Adis Balota,2010,198,,
279.0,AD PRENOS,Podgorica,29,Adis Balota,2010,710,,
276,MIG,Podgorica,29,Adis Balota,2011,5000,/,/
277.0,RUBN,Podgorica,29,Adis Balota,2011,151,,
278.0,SOBS,Podgorica,29,Adis Balota,2011,198,,
279,AD PRENOS,Podgorica,29,Adis Balota,2011,710,,
243,MIG,Podgorica,29,Adis Balota,2012,5000 akcija,/,/
277,RUBN,Podgorica,29,Adis Balota,2012,151,/,/
278,SOBS,Podgorica,29,Adis Balota,2012,198,/,/
279,AD PRENOS,Podgorica,29,Adis Balota,2012,710,/,/
243,MIG,Podgorica,29,Adis Balota,2013,5000 akcija,/,/
277,RUBN,Podgorica,29,Adis Balota,2013,151,/,/
278,SOBS,Podgorica,29,Adis Balota,2013,198,/,/
279,AD PRENOS,Podgorica,29,Adis Balota,2013,710,/,/
243,MIG,Podgorica,29,Adis Balota,2014,5000 akcija,/,/
277,RUBN,Podgorica,29,Adis Balota,2014,151,/,/
278,SOBS,Podgorica,29,Adis Balota,2014,198,/,/
279,AD PRENOS,Podgorica,29,Adis Balota,2014,710,/,/
243,MIG,Podgorica,29,Adis Balota,2015,5000 akcija,/,/
277,RUBN,Podgorica,29,Adis Balota,2015,151,/,/
278,SOBS,Podgorica,29,Adis Balota,2015,198,/,/
279,AD PRENOS,Podgorica,29,Adis Balota,2015,710,/,/
170,JUGOPETROL,Kotor,30,Mr Milutin Simović,2014,405,/,/
280,AD STAKLENICI (U STEČAJU),Podgorica,30,Mr Milutin Simović,2015,79,"3,41 €",/
170,JUGOPETROL,Kotor,30,Mr Milutin Simović,2015,405,/,/
281,EURO FOND,,31,Slobo Pajović,2007,MVP,,
282,ULCINJSKA RIVIJERA,Ulcinj,32,Zoran Miljanić,2012,0.0065 100,39.50005,/
283,HIPOTEKARNA BANKA,Podgorica,32,Zoran Miljanić,2012,0.0255 8,511.29,/
284,TELEKOM CG,Podgorica,32,Zoran Miljanić,2012,0.0020 990,2.9826,/
85,EURO FOND,Podgorica,32,Zoran Miljanić,2012,0.00551 15,0.674,/
285,TELEVIZIJA VIJESTI,Podgorica,32,Zoran Miljanić,2012,1.6,/,/
282,ULCINJSKA RIVIJERA,Ulcinj,32,Zoran Miljanić,2013,0.0065 100,39.50005,/
283,HIPOTEKARNA BANKA,Podgorica,32,Zoran Miljanić,2013,0.0255 8,511.29,/
284,TELEKOM CG,Podgorica,32,Zoran Miljanić,2013,0.0020 990,2.9826,/
85,EURO FOND,Podgorica,32,Zoran Miljanić,2013,0.00551 15,0.674,/
285,TELEVIZIJA VIJESTI,Podgorica,32,Zoran Miljanić,2013,1.6,/,/
282,ULCINJSKA RIVIJERA,Ulcinj,32,Zoran Miljanić,2014,0.0065 100,39.50005,/
283,HIPOTEKARNA BANKA,Podgorica,32,Zoran Miljanić,2014,0.0255 8,511.29,/
284,TELEKOM CG,Podgorica,32,Zoran Miljanić,2014,0.0020 990,2.9826,/
85,EURO FOND,Podgorica,32,Zoran Miljanić,2014,0.00551 15,0.674,/
286,TELEVIZIJA VIJESTI,Podgorica,32,Zoran Miljanić,2014,1.6,/,/
287,EPCG,,138,Rafet Husović,2009,MVP,,
288,TREND,,138,Rafet Husović,2009,MVP,,
93,TREND,Podgorica,138,Rafet Husović,2011,MVP,/,/
93,TREND,Podgorica,138,Rafet Husović,2012,MVP,/,/
93,TREND,Podgorica,138,Rafet Husović,2013,MVP,/,/
289,KAPG (DOPISOM OD 18.08.2014G),Podgorica,138,Rafet Husović,2014,60 AKC,/,/
290,PLAP (DOPISOM OD 18.08.2014G),Podgorica,138,Rafet Husović,2014,1257 AKC,/,/
291,PREN (DOPISOM OD 18.08.2014G),Podgorica,138,Rafet Husović,2014,200AKC,/,/
292,TECG (DOPISOM OD 18.08.2014G),Podgorica,138,Rafet Husović,2014,250 AKC,/,/
293,TREN (DOPISOM OD 18.08.2014G),Podgorica,138,Rafet Husović,2014,5 000 AKC,/,/
294,MONF (DOPISOM OD 18.08.2014G),Podgorica,138,Rafet Husović,2014,15 000AKC,/,/
295,EURF (DOPISOM OD 18.08.2014G),Podgorica,138,Rafet Husović,2014,10 000AKC,/,/
93,TREND,Podgorica,138,Rafet Husović,2014,MVP,/,/
203,ZETATRANS,Podgorica,139,Slavoljub Stijepović,2013,477,571.4,/
203,ZETATRANS,Podgorica,139,Slavoljub Stijepović,2014,447,/,/
296,MONETA FOND,,140,Obrad Stanišić,2007,VAUČER,,
297,HLT FOND,,140,Obrad Stanišić,2007,VAUČER,,
298,IZBOR BAR,Bar,140,Obrad Stanišić,2007,3400 akcija,,
,NAPREDAK KOTOR,Kotor,140,Obrad Stanišić,2007,10087 akcija,,
140,FOND MONETA,Podgorica,140,Obrad Stanišić,2010,2*5 000,2*400,
299,IZBOR BAR,Bar,140,Obrad Stanišić,2010,38 000,420,
122,/,Podgorica,140,Obrad Stanišić,2011,/,/,
300,/,Bar,140,Obrad Stanišić,2011,/,/,
121,IZBOR,Bar,140,Obrad Stanišić,2013,38,50 €,/
301,PLANTAŽE,,142,Radosav Nišavić,2009,,,VAUČER
302,LUKA BAR,,142,Radosav Nišavić,2009,,,VAUČER
303,LUTRIJA CG,,142,Radosav Nišavić,2009,,,VAUČER
304,"PAF "" MIG """,,146,Vladimir Kavarić,2005,,100 eura,
87,KAPG,Podgorica,146,Vladimir Kavarić,2010,332,,
305,MIGF,Podgorica,146,Vladimir Kavarić,2010,5000,,
306,TECG,Podgorica,146,Vladimir Kavarić,2010,900,,
171,KAP,Podgorica,146,Vladimir Kavarić,2011,1132,/,/
305,MIGF,Podgorica,146,Vladimir Kavarić,2011,10000,/,/
306,TECG,Podgorica,146,Vladimir Kavarić,2011,1212,/,/
307,ATMO,Podgorica,146,Vladimir Kavarić,2011,19800,/,/
308,EURF,Podgorica,146,Vladimir Kavarić,2011,10000,/,/
309,MONF,Podgorica,146,Vladimir Kavarić,2011,5000,/,/
42,PLAP,Podgorica,146,Vladimir Kavarić,2011,2742,/,/
310,TREN,Podgorica,146,Vladimir Kavarić,2011,5000,/,/
142,HLT,Podgorica,146,Vladimir Kavarić,2011,5389,/,/
311,TRNK,Nikšić,146,Vladimir Kavarić,2011,11,/,/
171,KAP,Podgorica,146,Vladimir Kavarić,2012,1.132,/,/
305,MIGF,Podgorica,146,Vladimir Kavarić,2012,10,/,/
306,TECG,Podgorica,146,Vladimir Kavarić,2012,1.212,/,/
307,ATMO,Podgorica,146,Vladimir Kavarić,2012,1.98,/,/
308,EURF,Podgorica,146,Vladimir Kavarić,2012,10,/,/
309,MONF,Podgorica,146,Vladimir Kavarić,2012,5,/,/
42,PLAP,Podgorica,146,Vladimir Kavarić,2012,2.742,/,/
310,TREN,Podgorica,146,Vladimir Kavarić,2012,5,/,/
171,KAP,Podgorica,146,Vladimir Kavarić,2013,1.132,/,/
305,MIGF,Podgorica,146,Vladimir Kavarić,2013,10,/,/
306,TECG,Podgorica,146,Vladimir Kavarić,2013,1.212,/,/
307,ATMO,Podgorica,146,Vladimir Kavarić,2013,1.98,/,/
308,EURF,Podgorica,146,Vladimir Kavarić,2013,10,/,/
309,MONF,Podgorica,146,Vladimir Kavarić,2013,5,/,/
42,PLAP,Podgorica,146,Vladimir Kavarić,2013,2.742,/,/
310,TREN,Podgorica,146,Vladimir Kavarić,2013,5,/,/
142,HLT,Podgorica,146,Vladimir Kavarić,2013,5389,/,/
312,TEGA,Podgorica,146,Vladimir Kavarić,2013,508,/,/
313,TRNK,Podgorica,146,Vladimir Kavarić,2013,11,/,/
171,KAP,Podgorica,146,Vladimir Kavarić,2014,1.142,/,/
305,MIGF,Podgorica,146,Vladimir Kavarić,2014,10,/,/
306,TECG,Podgorica,146,Vladimir Kavarić,2014,1.212,/,/
307,ATMO,Podgorica,146,Vladimir Kavarić,2014,19800,/,/
308,EURF,Podgorica,146,Vladimir Kavarić,2014,10,/,/
309,MONF,Podgorica,146,Vladimir Kavarić,2014,5,/,/
42,PLAP,Podgorica,146,Vladimir Kavarić,2014,2.742,/,/
310,TREN,Podgorica,146,Vladimir Kavarić,2014,5,/,/
142,HLT,Podgorica,146,Vladimir Kavarić,2014,5389,/,/
312,TEGA,Podgorica,146,Vladimir Kavarić,2014,508,/,/
313,TRNK,Podgorica,146,Vladimir Kavarić,2014,11,/,/
301,PLANTAŽE,,147,Radivoje Nikčević,2008,Vaučer,,
314,JUGOPETROL,,147,Radivoje Nikčević,2009,1400.0,,
22,AD PLANTAŽE,Plav,147,Radivoje Nikčević,2010,130,,
22,AD PLANTAŽE,Plav,147,Radivoje Nikčević,2011,130,/,/
170,JUGOPETROL,Kotor,147,Radivoje Nikčević,2011,140,/,/
22,AD PLANTAŽE,Plav,147,Radivoje Nikčević,2012,130,/,/
170,JUGOPETROL,Kotor,147,Radivoje Nikčević,2012,140,/,/
22,AD PLANTAŽE,Plav,147,Radivoje Nikčević,2013,130,/,/
170,JUGOPETROL,Kotor,147,Radivoje Nikčević,2013,140,/,/
22,AD PLANTAŽE,Plav,147,Radivoje Nikčević,2014,130,/,/
24,AD PLANTAŽE,Podgorica,147,Radivoje Nikčević,2015,130,/,/
315,JUGOPETROL,Podgorica,147,Radivoje Nikčević,2015,110 AKC,/,/
316,CES,Podgorica,149,Slavko Hrvačević,2014,1239 AKC,/,/
6,HLT FOND,Podgorica,149,Slavko Hrvačević,2014,16.168 AKC,/,/
317,EURO FOND,Podgorica,149,Slavko Hrvačević,2014,3.490 AKC,/,/
318,AD VEKTRA BOKA,Podgorica,149,Slavko Hrvačević,2014,110 AKC,/,/
319,INSTITUT SIMO MILOŠEVIĆ,,149,Slavko Hrvačević,2014,,,DOPISOM OD 22.04.2014G
85,EURO FOND,Podgorica,161,Zoran Jelić,2011,VAUČER,/,/
85,EURO FOND,Podgorica,161,Zoran Jelić,2012,VAUČER,/,/
85,EURO FOND,Podgorica,161,Zoran Jelić,2013,VAUČER,/,/
179,PRVA BANKA CG,Podgorica,161,Zoran Jelić,2014,30 AKC,3834.6,/
320,HTP ULCINJSKA RIVIJERA,Ulcinj,161,Zoran Jelić,2014,62 AKC,2449.03,/
85,EURO FOND,Podgorica,161,Zoran Jelić,2014,15.000 AKC,10.110.00,/
179,PRVA BANKA CG,Podgorica,161,Zoran Jelić,2015,30 AKC,3834.6,/
320,HTP ULCINJSKA RIVIJERA,Ulcinj,161,Zoran Jelić,2015,62 AKC,2449.03,/
85,EURO FOND,Podgorica,161,Zoran Jelić,2015,15.000 AKC,10.110.00,/
321,EPCG,,162,Šefkija Murić,2009,MVP,,
,UL. RIVIJERA,,162,Šefkija Murić,2009,,,
,BUDVANSKA RIVIJERA,,162,Šefkija Murić,2009,,,
,HTP KORALI,,162,Šefkija Murić,2009,,,
,LUKA BAR,,162,Šefkija Murić,2009,,,
,MONETA FOND,,162,Šefkija Murić,2009,,,
205,HLT FOND,,162,Šefkija Murić,2009,MVP,,
322,Priv. Fond Moneta,Podgorica,162,Šefkija Murić,2011,5000,350 €,/
322,Priv. Fond Moneta,Podgorica,162,Šefkija Murić,2012,5000,0.04,/
322,Priv. Fond Moneta,Podgorica,162,Šefkija Murić,2013,5000,0.04,/
322,Priv. Fond Moneta,Podgorica,162,Šefkija Murić,2014,5000,0.045,/
323,Priv. Fond HLT,Podgorica,162,Šefkija Murić,2014,5000,0.01,/
93,TREND,Podgorica,163,Jasmin Sutović,2012,5000,0.0020,/
324,TREND,Plav,163,Jasmin Sutović,2012,5000,0.0020,/
93,TREND,Podgorica,163,Jasmin Sutović,2013,5000,0.0020,/
324,TREND,Plav,163,Jasmin Sutović,2013,5000,0.0020,/
93,TREND,Podgorica,163,Jasmin Sutović,2014,5000 akc,0.0020,/
324,TREND,Plav,163,Jasmin Sutović,2014,5000,0.0020,/
93,TREND,Podgorica,163,Jasmin Sutović,2015,5000 akc,/,/
325,GIR,Rožaje,163,Jasmin Sutović,2015,243 AKC,/,/
326,AD LUKA,Bar,165,Suljo Mustafić,2009,MVP,,MVP
327,AD LUKA,Bar,165,Suljo Mustafić,2011,2000 AKCIJA,/,/
232,LUKA,Bar,165,Suljo Mustafić,2013,2000,/,/
232,LUKA,Bar,165,Suljo Mustafić,2014,2000,/,/
328,EPCG AD NIKŠIĆ,Nikšić,168,Saša Pešić,2007,2169 akcija,,
328,EPCG AD NIKŠIĆ,Nikšić,167,Saša V Pešić,2007,2169.0,,
329,ELEKTROPRIVREDA NIKŠIĆ,Nikšić,168,Saša Pešić,2008,2169 akcija,,
329,ELEKTROPRIVREDA NIKŠIĆ,Nikšić,167,Saša V Pešić,2008,2169.0,,
287,EPCG,,168,Saša Pešić,2009,MVP,,
287,EPCG,Nikšić,167,Saša V Pešić,2009,MVP,,
330,AD PRENOS,Podgorica,168,Saša Pešić,2010,3500,,
330,AD PRENOS,Podgorica,167,Saša V Pešić,2010,3500,,
330,AD PRENOS,Podgorica,168,Saša Pešić,2011,3500,/,/
330,AD PRENOS,Podgorica,167,Saša V Pešić,2011,3500,/,/
330,AD PRENOS,Podgorica,168,Saša Pešić,2012,3500,/,/
330,AD PRENOS,Podgorica,167,Saša V Pešić,2012,3500,/,/
331,CGES AD PG,Podgorica,168,Saša Pešić,2013,3500,"1,05 €",/
331,CGES AD PG,Podgorica,167,Saša V Pešić,2013,3500,"1,05 €",/
331,CGES AD PG,Podgorica,168,Saša Pešić,2014,3500,"1,05 €",/
331,CGES AD PG,Podgorica,167,Saša V Pešić,2014,3500,"1,05 €",/
331,CGES AD PG,Podgorica,168,Saša Pešić,2015,3500,"1,05 €",/
331,CGES AD PG,Podgorica,167,Saša V Pešić,2015,3500,"1,05 €",/
332,"JP ""ELEKTRO PRIVREDA CG""",,170,Dragoslav Minić,2007,52 akcije,,
333,JP ELEKTROPRIVREDA NIKŠIĆ,,170,Dragoslav Minić,2008,52.0,,
334,JU EPCG,Nikšić,170,Dragoslav Minić,2010,50,/,/
335,EPCG,Nikšić,170,Dragoslav Minić,2012,50,/,MVP
335,EPCG,Nikšić,170,Dragoslav Minić,2013,50,/,MVP
336,OFFICE CENTR DOO,Podgorica,172,Slaven Radunović,2009,,,
337,OFFICE CENTR DOO,Beograd,172,Slaven Radunović,2009,,,
338,OFFICE CENTER,Podgorica,172,Slaven Radunović,2010,50 %,/,/
339,OFFICE CENTER,Beograd,172,Slaven Radunović,2010,,,
338,OFFICE CENTER,Podgorica,172,Slaven Radunović,2011,50 %,/,/
339,OFFICE CENTER,Beograd,172,Slaven Radunović,2011,,,
340,"NIP ""POBJEDA""",Podgorica,178,Budimir Šaranović,2010,566 AKCIJA,/,/
341,SI PROMET,Podgorica,178,Budimir Šaranović,2010,VAUAČER,/,/
340,"NIP ""POBJEDA""",Podgorica,178,Budimir Šaranović,2014,566 AKCIJA,2830,/
341,SI PROMET,Podgorica,178,Budimir Šaranović,2014,7000,"338,80",/
342,POLIMKA,Berane,183,Emilo Labudović,2010,2 VAUČERA,,
343,GP GORICA,Podgorica,183,Emilo Labudović,2010,1 VAUČER,,
343,GP GORICA,Podgorica,183,Emilo Labudović,2011,/,/,VAUČER
342,POLIMKA,Berane,183,Emilo Labudović,2011,/,/,VAUČER
344,POLIMKA,Berane,183,Emilo Labudović,2015,2 VAUČERA,/,/
345,"GP""GORICA""",Podgorica,183,Emilo Labudović,2015,VAUČER,/,/
6,HLT FOND,Podgorica,189,Dr Radoje Žugić,2010,4 VAUČERA,/,/
6,HLT FOND,Podgorica,188,Mr Radoje Žugić,2010,4 VAUČERA,/,/
6,HLT FOND,Podgorica,189,Dr Radoje Žugić,2011,4 VAUČERA,/,/
6,HLT FOND,Podgorica,188,Mr Radoje Žugić,2011,4 VAUČERA,/,/
6,HLT FOND,Podgorica,189,Dr Radoje Žugić,2012,4 VAUČERA,/,/
6,HLT FOND,Podgorica,188,Mr Radoje Žugić,2012,4 VAUČERA,/,/
346,CRNOGORSKI ELEKTROPRENOSNI SISTEM,Nikšić,189,Dr Radoje Žugić,2013,1.431,1.518.42,/
142,HLT,Podgorica,189,Dr Radoje Žugić,2013,"16,168","2.551,18",/
346,CRNOGORSKI ELEKTROPRENOSNI SISTEM,Nikšić,188,Mr Radoje Žugić,2013,1.431,1.518.42,/
142,HLT,Podgorica,188,Mr Radoje Žugić,2013,"16,168","2.551,18",/
347,INSTISTUT S. MLOŠEVIĆ IGALO,Herceg Novi,189,Dr Radoje Žugić,2013,40,"6.197,48",/
348,MARINA AD BAR,Bar,189,Dr Radoje Žugić,2013,650,3.765.19,/
349,CRN. ELEKTR. SISTEM,Nikšić,189,Dr Radoje Žugić,2013,62,65.79,/
347,INSTISTUT S. MLOŠEVIĆ IGALO,Herceg Novi,188,Mr Radoje Žugić,2013,40,"6.197,48",/
348,MARINA AD BAR,Bar,188,Mr Radoje Žugić,2013,650,3.765.19,/
349,CRN. ELEKTR. SISTEM,Nikšić,188,Mr Radoje Žugić,2013,62,65.79,/
6,HLT FOND,Podgorica,189,Dr Radoje Žugić,2013,4 VAUČERA,/,/
6,HLT FOND,Podgorica,188,Mr Radoje Žugić,2013,4 VAUČERA,/,/
346,CRNOGORSKI ELEKTROPRENOSNI SISTEM,Nikšić,189,Dr Radoje Žugić,2014,1.431,1.518.42,/
142,HLT,Podgorica,189,Dr Radoje Žugić,2014,"16,168","2.551,18",/
346,CRNOGORSKI ELEKTROPRENOSNI SISTEM,Nikšić,188,Mr Radoje Žugić,2014,1.431,1.518.42,/
142,HLT,Podgorica,188,Mr Radoje Žugić,2014,"16,168","2.551,18",/
347,INSTISTUT S. MLOŠEVIĆ IGALO,Herceg Novi,189,Dr Radoje Žugić,2014,40,"6.197,48",/
348,MARINA AD BAR,Bar,189,Dr Radoje Žugić,2014,650,3.765.19,/
349,CRN. ELEKTR. SISTEM,Nikšić,189,Dr Radoje Žugić,2014,62,"65,79",/
347,INSTISTUT S. MLOŠEVIĆ IGALO,Herceg Novi,188,Mr Radoje Žugić,2014,40,"6.197,48",/
348,MARINA AD BAR,Bar,188,Mr Radoje Žugić,2014,650,3.765.19,/
349,CRN. ELEKTR. SISTEM,Nikšić,188,Mr Radoje Žugić,2014,62,"65,79",/
6,HLT FOND,Podgorica,189,Dr Radoje Žugić,2014,4 VAUČERA,/,/
6,HLT FOND,Podgorica,188,Mr Radoje Žugić,2014,4 VAUČERA,/,/
350,KRUŠO DOO,Herceg Novi,190,Slobodan Radović,2011,100,/,/
350,KRUŠO DOO,Herceg Novi,190,Slobodan Radović,2012,100,/,/
350,KRUŠO DOO,Herceg Novi,190,Slobodan Radović,2013,100,/,Z. RADMILOVIĆ
350,KRUŠO DOO,Herceg Novi,190,Slobodan Radović,2014,100,1599540,Z. RADMILOVIĆ
351,DOO MENTA MONTENEGRO,Podgorica,191,Branimir Gvozdenović,2010,50 %,/,/
352,DOO MENTA MONTENEGRO(parfimerija u Delti),Podgorica,191,Branimir Gvozdenović,2011,50%,15800,/
351,DOO MENTA MONTENEGRO,Podgorica,191,Branimir Gvozdenović,2012,50%,15.8,/
351,DOO MENTA MONTENEGRO,Podgorica,191,Branimir Gvozdenović,2013,50%,15.8,/
351,DOO MENTA MONTENEGRO,Podgorica,191,Branimir Gvozdenović,2014,50%,15.8,/
353,BUDVANSKA RIVIJERA,Budva,193,Veljko Zarubica,2008,MVP,,
29,BUDVANSKA RIVIJERA,Budva,193,Veljko Zarubica,2010,VAUČER,/,/
354,PIVARA TREBJESA,Nikšić,193,Veljko Zarubica,2010,150,/,/
29,BUDVANSKA RIVIJERA,Budva,193,Veljko Zarubica,2011,VAUČER,/,/
354,PIVARA TREBJESA,Nikšić,193,Veljko Zarubica,2011,150,/,/
29,BUDVANSKA RIVIJERA,Budva,193,Veljko Zarubica,2012,VAUČER,/,/
354,PIVARA TREBJESA,Nikšić,193,Veljko Zarubica,2012,150,/,/
29,BUDVANSKA RIVIJERA,Budva,193,Veljko Zarubica,2013,VAUČER,/,/
354,PIVARA TREBJESA,Nikšić,193,Veljko Zarubica,2013,150,/,/
29,BUDVANSKA RIVIJERA,Budva,193,Veljko Zarubica,2014,VAUČERSKI PAKET,/,/
354,PIVARA TREBJESA,Nikšić,193,Veljko Zarubica,2014,150,/,PRODATE
355,LUKA BAR,Bar,194,Strahinja Bulajić,2009,MVP,,
,ULC. RIVIJERA,,194,Strahinja Bulajić,2009,,,
,PIF,,194,Strahinja Bulajić,2009,,,
69,LUKA BAR,Bar,194,Strahinja Bulajić,2010,1000,/,/
356,ULC. RIVIJ,Ulcinj,194,Strahinja Bulajić,2010,136,/,/
357,PIF F.,Podgorica,194,Strahinja Bulajić,2010,20000,/,/
358,ŽTO,Podgorica,194,Strahinja Bulajić,2010,360,/,/
69,LUKA BAR,Bar,194,Strahinja Bulajić,2011,1000,/,/
356,ULC. RIVIJ,Ulcinj,194,Strahinja Bulajić,2011,136,/,/
357,PIF F.,Podgorica,194,Strahinja Bulajić,2011,20000,/,/
358,ŽTO,Podgorica,194,Strahinja Bulajić,2011,360,/,/
359,OBOD,Cetinje,194,Strahinja Bulajić,2011,600,/,/
31,NAPREDAK,Kotor,194,Strahinja Bulajić,2011,1000,/,/
69,LUKA BAR,Bar,194,Strahinja Bulajić,2012,1500,/,/
356,ULC. RIVIJ,Ulcinj,194,Strahinja Bulajić,2012,136,/,/
360,EURO F.,Podgorica,194,Strahinja Bulajić,2012,5000,/,/
361,ATLAS,Podgorica,194,Strahinja Bulajić,2012,5000,/,/
6,HLT FOND,Podgorica,194,Strahinja Bulajić,2012,10000,/,/
69,LUKA BAR,Bar,194,Strahinja Bulajić,2013,1500,/,/
356,ULC. RIVIJ,Ulcinj,194,Strahinja Bulajić,2013,136,/,/
360,EURO F.,Podgorica,194,Strahinja Bulajić,2013,5000,/,/
361,ATLAS,Podgorica,194,Strahinja Bulajić,2013,5000,/,/
6,HLT FOND,Podgorica,194,Strahinja Bulajić,2013,10000,/,/
69,LUKA BAR,Bar,194,Strahinja Bulajić,2014,1149,/,/
356,ULC. RIVIJ,Ulcinj,194,Strahinja Bulajić,2014,136,/,/
360,EURO F.,Podgorica,194,Strahinja Bulajić,2014,5000,/,/
358,ŽTO,Podgorica,194,Strahinja Bulajić,2014,613,/,/
6,HLT FOND,Podgorica,194,Strahinja Bulajić,2014,16168,/,/
362,LUTRIJA CG,Podgorica,194,Strahinja Bulajić,2014,50,/,/
363,AGENCIJA MAPA - MONTENEGRO ADVERTISING AND PRODUCTION AGENCY,,154,Branislav Mićunović,2007,"8,89%",,
364,MAPA,Podgorica,154,Branislav Mićunović,2008,"12,96",,
365,"""MAPA"" PODGORICA",Podgorica,154,Branislav Mićunović,2009,"12,96",,
366,MAPA,Podgorica,154,Branislav Mićunović,2010,12. 94,/,/
147,PRVA BANKA,Podgorica,154,Branislav Mićunović,2010,0. 064,/,/
366,MAPA,Podgorica,154,Branislav Mićunović,2011,12.96,/,/
147,PRVA BANKA,Podgorica,154,Branislav Mićunović,2011,0.064,/,/
24,AD PLANTAŽE,Podgorica,154,Branislav Mićunović,2012,130,66.47,/
366,MAPA,Podgorica,154,Branislav Mićunović,2012,12.96,/,/
147,PRVA BANKA,Podgorica,154,Branislav Mićunović,2012,0.064,/,/
24,AD PLANTAŽE,Podgorica,154,Branislav Mićunović,2013,130,66.47,/
366,MAPA,Podgorica,154,Branislav Mićunović,2013,12.96,/,/
147,PRVA BANKA,Podgorica,154,Branislav Mićunović,2013,0.064,/,/
24,AD PLANTAŽE,Podgorica,154,Branislav Mićunović,2014,133 akc,"66,47",/
366,MAPA,Podgorica,154,Branislav Mićunović,2014,12.96,/,osnivač
147,PRVA BANKA,Podgorica,154,Branislav Mićunović,2014,0.064,/,/
367,"AD "" VUP "" DANILOVGRAD",Danilovgrad,156,Ivan Brajović,2006,20 AKCIJA,,
