c.company_id,company_name,company_city,p.person_id,person_name,year,shares,nominal_value,obtained_through
148,"OGP""GORICA"" U STEČAJU",Podgorica,126,Miodrag Vuković,2013,12.894,4.279.52,/
148,"OGP""GORICA"" U STEČAJU",Podgorica,126,Miodrag Vuković,2014,12.894,4.279.52,/
149,Aktiva Integra AD,Podgorica,129,Mladen Bojanić,2012,0.19 % vlasništva 100 akcija,/,Podn. ostavka na predsj. Odbora direktora 06.11.2012.
150,Aktiva Investments DOO,Podgorica,129,Mladen Bojanić,2012,100% udjela,/,"B. Ivanković, izvrš. direktor od 06.11.2012."
151,Aktiva Integra AD,Podgorica,129,Mladen Bojanić,2012,0.19 %vlasništva 100 akcija,/,/
149,Aktiva Integra AD,Podgorica,129,Mladen Bojanić,2013,0.19 % vlasništva 100 akcija,/,Podn. ostavka na predsj. Odbora direktora 06.11.2012.
150,Aktiva Investments DOO,Podgorica,129,Mladen Bojanić,2013,100% udjela,/,"B. Ivanković, izvrš. direktor od 06.11.2012."
151,Aktiva Integra AD,Podgorica,129,Mladen Bojanić,2013,0.19 %vlasništva 100 akcija,/,/
149,Aktiva Integra AD,Podgorica,129,Mladen Bojanić,2014,0.19 % vlasništva 100 akcija,/,Podn. ostavka na mjesto predsj. Odbora direktora 06.11.2012.
150,Aktiva Investments DOO,Podgorica,129,Mladen Bojanić,2014,100% udjela,/,"B. Ivanković, izvrš. direktor od 06.11.2012."
151,Aktiva Integra AD,Podgorica,129,Mladen Bojanić,2014,0.19 %vlasništva 100 akcija,/,/
152,CONSULTING STUDIO MEDOJEVIĆ,Podgorica,131,Nebojša Medojević,2007,,,
153,CONSULTING STUDIO MEDOJEVIĆ,Podgorica,131,Nebojša Medojević,2008,50%,,
154,"""CONSULTING STUDIO MEDOJEVIĆ"" D.O.O PODGORICA",,131,Nebojša Medojević,2009,50%,,(BRISANO IZ CENTRALNOG REGISTRA PRIVREDNOG SUDA DANA 19. 06 2009. GODINE)
32,BRODOGRADILIŠTE BIJELA,Herceg Novi,132,Emin Duraković,2010,72,/,/
155,ŽELJEZARA NIKŠIĆ,Nikšić,132,Emin Duraković,2010,170,/,/
32,BRODOGRADILIŠTE BIJELA,Herceg Novi,132,Emin Duraković,2011,72,/,/
155,ŽELJEZARA NIKŠIĆ,Nikšić,132,Emin Duraković,2011,170,/,/
32,BRODOGRADILIŠTE BIJELA,Herceg Novi,132,Emin Duraković,2012,72,/,/
155,ŽELJEZARA NIKŠIĆ,Nikšić,132,Emin Duraković,2012,170,/,/
32,BRODOGRADILIŠTE BIJELA,Herceg Novi,132,Emin Duraković,2013,72,/,/
155,ŽELJEZARA NIKŠIĆ,Nikšić,132,Emin Duraković,2013,170,/,/
32,BRODOGRADILIŠTE BIJELA,Herceg Novi,132,Emin Duraković,2014,72,/,/
155,ŽELJEZARA NIKŠIĆ,Nikšić,132,Emin Duraković,2014,170,/,/
156,DO LA VISTA,Berane,135,Rešid Adrović,2010,100,938670,ADROVIĆ IRENA
157,DOO FLES RI,Berane,135,Rešid Adrović,2010,100,182495,ADROVIĆ IRENA
156,DO LA VISTA,Berane,135,Rešid Adrović,2012,100,324587,ADROVIĆ IRENA
157,DOO FLES RI,Berane,135,Rešid Adrović,2012,100,182495,ADROVIĆ IRENA
158,"DOO""LA VISTA""",Berane,135,Rešid Adrović,2013,100%,"324.587, 00 €",ADROVIĆ IRENA
159,"DOO""FLES RI""",Berane,135,Rešid Adrović,2013,50%,434.063.00,BEGANOVIĆ BINAS
158,"DOO""LA VISTA""",Berane,135,Rešid Adrović,2014,100%,"324.587, 00 €",ADROVIĆ IRENA
159,"DOO""FLES RI""",Berane,135,Rešid Adrović,2014,50%,434.063.00,BEGANOVIĆ BINAS
160,"MVP ""MJEŠOVITO""",Herceg Novi,136,Zoran Bošnjak,2006,,,
81,INSTITUT IGALO,Herceg Novi,136,Zoran Bošnjak,2006,MVP,,MVP
161,MT SISTEM,,136,Zoran Bošnjak,2009,,,
162,IZVOD IZ CDA U PRILOGU,Podgorica,137,Miodrag Iličković,2010,/,/,/
162,IZVOD IZ CDA U PRILOGU,Podgorica,137,Miodrag Iličković,2011,/,/,/
162,IZVOD IZ CDA U PRILOGU,Podgorica,137,Miodrag Iličković,2012,/,/,/
163,JUGOPETROL AD,Podgorica,137,Miodrag Iličković,2013,220,/,/
164,MARINA AD,Bar,137,Miodrag Iličković,2013,275,/,/
165,13 JUL PLANTAŽE,,137,Miodrag Iličković,2013,,,
166,PREKOOKEANSKA PLOVIDBA,Bar,137,Miodrag Iličković,2013,29,/,/
120,BARSKA PLOVIDBA,Bar,137,Miodrag Iličković,2013,396,/,/
167,SANITAS AD,Bijelo Polje,137,Miodrag Iličković,2013,59,/,/
168,ATP ULCINJSAK RIVIJERA,Ulcinj,137,Miodrag Iličković,2013,105,/,/
6,HLT FOND,Podgorica,137,Miodrag Iličković,2013,"26,947",/,/
84,ATLAS MONT,Podgorica,137,Miodrag Iličković,2013,20,/,/
85,EURO FOND,Podgorica,137,Miodrag Iličković,2013,20,/,/
169,BUDVANSKA RIVIJERA,Budva,137,Miodrag Iličković,2013,225,/,/
170,JUGOPETROL,Kotor,137,Miodrag Iličković,2013,35,/,/
171,KAP,Podgorica,137,Miodrag Iličković,2013,100,/,/
31,NAPREDAK,Kotor,137,Miodrag Iličković,2013,7.6,/,/
172,CRNOG.TELEKOM,Podgorica,137,Miodrag Iličković,2013,1.02,/,/
93,TREND,Podgorica,137,Miodrag Iličković,2013,5,/,/
173,CRN.ELEKTRO.SISTEM,Podgorica,137,Miodrag Iličković,2013,"4,50",/,/
163,JUGOPETROL AD,Podgorica,137,Miodrag Iličković,2014,220,/,/
164,MARINA AD,Bar,137,Miodrag Iličković,2014,275,/,/
165,13 JUL PLANTAŽE,,137,Miodrag Iličković,2014,,,
166,PREKOOKEANSKA PLOVIDBA,Bar,137,Miodrag Iličković,2014,29,/,/
120,BARSKA PLOVIDBA,Bar,137,Miodrag Iličković,2014,396,/,/
167,SANITAS AD,Bijelo Polje,137,Miodrag Iličković,2014,59,/,/
168,ATP ULCINJSAK RIVIJERA,Ulcinj,137,Miodrag Iličković,2014,105,/,/
6,HLT FOND,Podgorica,137,Miodrag Iličković,2014,"26,947",/,/
84,ATLAS MONT,Podgorica,137,Miodrag Iličković,2014,20,/,/
85,EURO FOND,Podgorica,137,Miodrag Iličković,2014,20,/,/
169,BUDVANSKA RIVIJERA,Budva,137,Miodrag Iličković,2014,225,/,/
170,JUGOPETROL,Kotor,137,Miodrag Iličković,2014,35,/,/
171,KAP,Podgorica,137,Miodrag Iličković,2014,100,/,/
31,NAPREDAK,Kotor,137,Miodrag Iličković,2014,7.6,/,/
172,CRNOG.TELEKOM,Podgorica,137,Miodrag Iličković,2014,1.02,/,/
93,TREND,Podgorica,137,Miodrag Iličković,2014,5,/,/
173,CRN.ELEKTRO.SISTEM,Podgorica,137,Miodrag Iličković,2014,"4,50",/,/
6,HLT FOND,Podgorica,97,Milorad Drljević,2010,VAUČER,/,/
6,HLT FOND,Podgorica,97,Milorad Drljević,2011,VAUČER,/,/
6,HLT FOND,Podgorica,97,Milorad Drljević,2012,VAUČER,/,/
6,HLT FOND,Podgorica,97,Milorad Drljević,2013,VAUČER,/,/
6,HLT FOND,Podgorica,97,Milorad Drljević,2014,,,
174,POM. AGENC. MERCUR & C.O,Bar,98,Jusuf Kalamperović,2007,20%,,
175,POM. AGENC. MERCUR & C.O,Bar,98,Jusuf Kalamperović,2008,20%,,
176,POM. AGENC. MERCUR & C.O,Bar,98,Jusuf Kalamperović,2009,20%,,
177,POM. AGENC. MERCUR & C.O,Bar,98,Jusuf Kalamperović,2010,20,/,PRENESENO PRAVO
177,POM. AGENC. MERCUR & C.O,Bar,98,Jusuf Kalamperović,2011,20,/,PRENESENO PRAVO
177,POM. AGENC. MERCUR & C.O,Bar,98,Jusuf Kalamperović,2012,20 %,/,PRENESENO PRAVO
177,POM. AGENC. MERCUR & C.O,Bar,98,Jusuf Kalamperović,2013,20 %,/,PRENESENO PRAVO
178,MARINA,Bar,98,Jusuf Kalamperović,2014,260,"1506,08",/
179,PRVA BANKA CG,Podgorica,98,Jusuf Kalamperović,2014,10,"1278,20",/
166,PREKOOKEANSKA PLOVIDBA,Bar,98,Jusuf Kalamperović,2014,36,"1645,72",/
120,BARSKA PLOVIDBA,Bar,98,Jusuf Kalamperović,2014,488,"2088,93",/
75,MONETA,Podgorica,98,Jusuf Kalamperović,2014,5000,"669,77",/
121,IZBOR,Bar,98,Jusuf Kalamperović,2014,15,"319,50",/
180,CRNOG.ELEKTRO.PREN.SIS.,Podgorica,98,Jusuf Kalamperović,2014,100,"106,11",/
171,KAP,Podgorica,98,Jusuf Kalamperović,2014,160,"808,16",/
181,ŽELJ.INF,Podgorica,98,Jusuf Kalamperović,2014,1665,"4643,85",/
178,MARINA,Bar,98,Jusuf Kalamperović,2015,260,"1506,08",/
179,PRVA BANKA CG,Podgorica,98,Jusuf Kalamperović,2015,10,"1278,20",/
166,PREKOOKEANSKA PLOVIDBA,Bar,98,Jusuf Kalamperović,2015,36,"1645,72",/
120,BARSKA PLOVIDBA,Bar,98,Jusuf Kalamperović,2015,488,"2088,93",/
75,MONETA,Podgorica,98,Jusuf Kalamperović,2015,5000,"669,77",/
121,IZBOR,Bar,98,Jusuf Kalamperović,2015,15,"319,50",/
180,CRNOG.ELEKTRO.PREN.SIS.,Podgorica,98,Jusuf Kalamperović,2015,100,"106,11",/
171,KAP,Podgorica,98,Jusuf Kalamperović,2015,160,"808,16",/
181,ŽELJ.INF,Podgorica,98,Jusuf Kalamperović,2015,1665,"4643,85",/
182,LUKA BAR,Bar,11,Damir Šehović,2008,382,,
,PLANTAŽE PODGORICA,Podgorica,11,Damir Šehović,2008.0,,,
183,LUKA BAR,Bar,11,Damir Šehović,2009,MVP,,
69,LUKA BAR,Bar,11,Damir Šehović,2010,382,/,/
8,AD PLANTAŽE,Podgorica,11,Damir Šehović,2010,843,/,/
69,LUKA BAR,Bar,11,Damir Šehović,2011,382 AKCIJE,/,/
8,AD PLANTAŽE,Podgorica,11,Damir Šehović,2011,843 AKCIJE,/,/
69,LUKA BAR,Bar,11,Damir Šehović,2012,382 AKCIJE,/,/
8,AD PLANTAŽE,Podgorica,11,Damir Šehović,2012,843 AKCIJE,/,/
69,LUKA BAR,Bar,11,Damir Šehović,2013,382 AKCIJE,/,/
8,AD PLANTAŽE,Podgorica,11,Damir Šehović,2013,843 AKCIJE,/,/
69,LUKA BAR,Bar,11,Damir Šehović,2014,382 AKCIJE,/,/
8,AD PLANTAŽE,Podgorica,11,Damir Šehović,2014,843 AKCIJE,/,/
69,LUKA BAR,Bar,11,Damir Šehović,2015,382 AKCIJE,/,/
8,AD PLANTAŽE,Podgorica,11,Damir Šehović,2015,843 AKCIJE,/,/
184,HTP PRIMORJE,Tivat,13,Božo Nikolić,2008,2132.0,,
185,HTP PRIMORJE,Tivat,13,Božo Nikolić,2009,2132.0,,
186,HTP PRIMORJE,Tivat,13,Božo Nikolić,2010,2132,/,/
187,ELEKTROPRENOS,Nikšić,14,Milutin Đukanović,2012,2800,/,/
69,LUKA BAR,Bar,14,Milutin Đukanović,2012,3000,/,/
188,KONTEJNERSKI TERMINALI,Bar,14,Milutin Đukanović,2012,3000,/,/
189,ŽELJEZNIČKA INFRASTRUKTURA,Podgorica,14,Milutin Đukanović,2012,32530,/,/
75,MONETA,Podgorica,14,Milutin Đukanović,2012,10000,/,/
187,ELEKTROPRENOS,Nikšić,14,Milutin Đukanović,2013,2800,/,/
69,LUKA BAR,Bar,14,Milutin Đukanović,2013,3000,/,/
188,KONTEJNERSKI TERMINALI,Bar,14,Milutin Đukanović,2013,3000,/,/
189,ŽELJEZNIČKA INFRASTRUKTURA,Podgorica,14,Milutin Đukanović,2013,32530,/,/
75,MONETA,Podgorica,14,Milutin Đukanović,2013,10000,/,/
187,ELEKTROPRENOS,Nikšić,14,Milutin Đukanović,2014,2800,/,/
190,LUKA BAR KONTEJNERSKI TERMINAL,Bar,14,Milutin Đukanović,2014,3000,/,/
191,ŽELJEZARA,Podgorica,14,Milutin Đukanović,2014,32530,/,/
192,OBOD ŠTAMPARIJA,Cetinje,15,Aleksandar Damjanović,2009,192,,
193,HTP ALBATROS,Žabljak,15,Aleksandar Damjanović,2013,19,263.68,/
194,DINAMIK TRADE AD,Podgorica,15,Aleksandar Damjanović,2013,216,1.256.98,/
195,HIGIJENA AD,Podgorica,15,Aleksandar Damjanović,2013,24,135.6,/
196,IZBOR U STEČAJU,Bar,15,Aleksandar Damjanović,2013,10,213,/
197,OBOD ŠTAMPARIJA,Cetinje,15,Aleksandar Damjanović,2013,192,701.3,/
6,HLT FOND,Podgorica,15,Aleksandar Damjanović,2013,5.309,850.34,/
193,HTP ALBATROS,Žabljak,15,Aleksandar Damjanović,2014,19,263.68,/
194,DINAMIK TRADE AD,Podgorica,15,Aleksandar Damjanović,2014,216,1.256.98,/
195,HIGIJENA AD,Podgorica,15,Aleksandar Damjanović,2014,24,135.6,/
196,IZBOR U STEČAJU,Bar,15,Aleksandar Damjanović,2014,10,213,/
197,OBOD ŠTAMPARIJA,Cetinje,15,Aleksandar Damjanović,2014,192,701.3,/
6,HLT FOND,Podgorica,15,Aleksandar Damjanović,2014,5.309,850.34,/
198,HTP ALBATROS,Podgorica,15,Aleksandar Damjanović,2015,19,263.68,/
194,DINAMIK TRADE AD,Podgorica,15,Aleksandar Damjanović,2015,216,1.256.98,/
195,HIGIJENA AD,Podgorica,15,Aleksandar Damjanović,2015,24,135.6,/
196,IZBOR U STEČAJU,Bar,15,Aleksandar Damjanović,2015,10,213,/
197,OBOD ŠTAMPARIJA,Cetinje,15,Aleksandar Damjanović,2015,192,701.3,/
6,HLT FOND,Podgorica,15,Aleksandar Damjanović,2015,5.309,850.34,/
199,EURO FOND,,19,Halil Duković,2007,MVP,,
200,EURO FOND,,19,Halil Duković,2008,MVP,,
201,DUVANSKI KOMBINAT,Podgorica,22,Milorad Vuletić,2014,205,"271,11",/
202,ZETATRANS,Podgorica,22,Milorad Vuletić,2014,223,"285,06",/
201,DUVANSKI KOMBINAT,Podgorica,22,Milorad Vuletić,2015,205,"271,11",/
202,ZETATRANS,Podgorica,22,Milorad Vuletić,2015,223,"285,06",/
203,ZETATRANS,Podgorica,22,Milorad Vuletić,2015,447,"571,40",/
204,BUDVANSKA RIVIJERA,,21,Rajko Kovačević,2009,MVP,,
,DKP,,21,Rajko Kovačević,2009,,,
,PLANTAŽE,,21,Rajko Kovačević,2009,,,
,TELEKOM CG,,21,Rajko Kovačević,2009,,,
,ATLAS FOND,,21,Rajko Kovačević,2009,,,
205,HLT FOND,,21,Rajko Kovačević,2009,MVP,,
206,BUDVANSKA RIVIJERA,Budva,21,Rajko Kovačević,2011,110,/,/
45,TELEKOM,Podgorica,21,Rajko Kovačević,2011,2500,/,/
207,ATLAS FON,Podgorica,21,Rajko Kovačević,2011,VAUČER,/,/
208,DUVANSKI KOMBINAT,Podgorica,21,Rajko Kovačević,2011,3000,/,/
8,AD PLANTAŽE,Podgorica,21,Rajko Kovačević,2011,5000,/,/
6,HLT FOND,Podgorica,21,Rajko Kovačević,2011,VAUČER,/,/
206,BUDVANSKA RIVIJERA,Budva,21,Rajko Kovačević,2012,110,/,/
45,TELEKOM,Podgorica,21,Rajko Kovačević,2012,2500,/,/
207,ATLAS FON,Podgorica,21,Rajko Kovačević,2012,VAUČER,/,/
208,DUVANSKI KOMBINAT,Podgorica,21,Rajko Kovačević,2012,3000,/,/
8,AD PLANTAŽE,Podgorica,21,Rajko Kovačević,2012,5000,/,/
6,HLT FOND,Podgorica,21,Rajko Kovačević,2012,VAUČER,/,/
206,BUDVANSKA RIVIJERA,Budva,21,Rajko Kovačević,2013,110,/,/
45,TELEKOM,Podgorica,21,Rajko Kovačević,2013,1750,/,/
207,ATLAS FON,Podgorica,21,Rajko Kovačević,2013,VAUČER,/,/
208,DUVANSKI KOMBINAT,Podgorica,21,Rajko Kovačević,2013,VAUČER,/,/
8,AD PLANTAŽE,Podgorica,21,Rajko Kovačević,2013,VAUČER,/,/
6,HLT FOND,Podgorica,21,Rajko Kovačević,2013,VAUČER,/,/
206,BUDVANSKA RIVIJERA,Budva,21,Rajko Kovačević,2014,110,/,/
45,TELEKOM,Podgorica,21,Rajko Kovačević,2014,1750,/,/
207,ATLAS FON,Podgorica,21,Rajko Kovačević,2014,VAUČER,/,/
208,DUVANSKI KOMBINAT,Podgorica,21,Rajko Kovačević,2014,3000,/,/
8,AD PLANTAŽE,Podgorica,21,Rajko Kovačević,2014,VAUČER,/,/
6,HLT FOND,Podgorica,21,Rajko Kovačević,2014,VAUČER,/,/
206,BUDVANSKA RIVIJERA,Budva,21,Rajko Kovačević,2015,110,/,/
45,TELEKOM,Podgorica,21,Rajko Kovačević,2015,1750,/,/
207,ATLAS FON,Podgorica,21,Rajko Kovačević,2015,VAUČER,/,/
8,AD PLANTAŽE,Podgorica,21,Rajko Kovačević,2015,VAUČER,/,/
6,HLT FOND,Podgorica,21,Rajko Kovačević,2015,VAUČER,/,/
209,AD PLANTAŽE,Podgorica,33,Predrag Sekulić,2005,MVP,,
,ZETATRANS,Podgorica,33,Predrag Sekulić,2005,,,
210,AD PLANTAŽE,Podgorica,33,Predrag Sekulić,2009,18215,6000 euro,
211,ZETATRANS,Podgorica,33,Predrag Sekulić,2009,894,900 €,
39,AD PLANTAŽE,Podgorica,33,Predrag Sekulić,2010,"18,215",8000,
212,ZETATRANS,Podgorica,33,Predrag Sekulić,2010,894,500,
213,AD PLANTAŽE,Podgorica,33,Predrag Sekulić,2011,18215 akc.,6000,/
214,ZETATRANS,Podgorica,33,Predrag Sekulić,2011,894 akc.,/bez realne vrij./,/
213,AD PLANTAŽE,Podgorica,33,Predrag Sekulić,2012,18215 akc.,oko 3500,/
214,ZETATRANS,Podgorica,33,Predrag Sekulić,2012,894 akc.,/bez realne vrij./,/
215,PRVA BANKA AD,Podgorica,33,Predrag Sekulić,2012,3 akcije,350,/
213,AD PLANTAŽE,Podgorica,33,Predrag Sekulić,2013,18215 akc.,oko 4000,/
214,ZETATRANS,Podgorica,33,Predrag Sekulić,2013,894 akc.,/bez realne vrij./,/
215,PRVA BANKA AD,Podgorica,33,Predrag Sekulić,2013,3 akcije,350,/
213,AD PLANTAŽE,Podgorica,33,Predrag Sekulić,2014,18215 akc.,"4,500",/
214,ZETATRANS,Podgorica,33,Predrag Sekulić,2014,894 akc.,100,/
215,PRVA BANKA AD,Podgorica,33,Predrag Sekulić,2014,3 akcije,300,/
216,CENB,,34,Zarija Pejović,2008,MVP,,
,EPCG,,34,Zarija Pejović,2008,,,
,ATMO,,34,Zarija Pejović,2008,,,
,TECG,,34,Zarija Pejović,2008,,,
,KAP,,34,Zarija Pejović,2008,,,
,PLAP.,,34,Zarija Pejović,2008,,,
217,EPCG,,34,Zarija Pejović,2009,MVP,,
,ATMO,,34,Zarija Pejović,2009,,,
,TECG,,34,Zarija Pejović,2009,,,
,KAP,,34,Zarija Pejović,2009,,,
,PLAP,,34,Zarija Pejović,2009,,,
218,HTP KORALI,Bar,37,Zarija Franović,2005,MVP 5000 poena,,
219,KORALI,Bar,37,Zarija Franović,2007,Vaučer,,
220,KORALI,Bar,37,Zarija Franović,2007,,,
221,KORALI BAR,Bar,37,Zarija Franović,2008,Vaučer,,
,IZBOR BAR,Bar,37,Zarija Franović,,20000.0,,
222,KORALI BAR,Bar,37,Zarija Franović,2008,Vaučer,,
223,KORALI,Bar,37,Zarija Franović,2009,MVP,,
224,IZBOR,Bar,37,Zarija Franović,2009,10000 AKCIJA,,
225,KORALI,Bar,37,Zarija Franović,2010,VAUČER,/,/
226,IZBOR,Bar,37,Zarija Franović,2010,10000 AKCIJA,/,/
227,KORALI,Bar,37,Zarija Franović,2011,1 VAUČER,/,/
226,IZBOR,Bar,37,Zarija Franović,2011,10000,/,/
227,KORALI,Bar,37,Zarija Franović,2012,1 VAUČER,/,/
226,IZBOR,Bar,37,Zarija Franović,2012,10000,/,/
227,KORALI,Bar,37,Zarija Franović,2013,VAUČER,/,/
226,IZBOR,Bar,37,Zarija Franović,2013,10,/,/
228,ATLAS HOTELS GROUP,Podgorica,37,Zarija Franović,2013,138,"446,37",/
229,UTIP CG,Podgorica,37,Zarija Franović,2013,1000,"1.163,20",/
230,DKP U STEČAJU,Podgorica,37,Zarija Franović,2013,1000,"1.322,50",/
231,KONTEJN. TERMONALI,Bar,37,Zarija Franović,2013,2000,2.297,/
232,LUKA,Bar,37,Zarija Franović,2013,2000,"2.422,60",/
233,MONTENEGROEXSPRES,Budva,37,Zarija Franović,2013,670,"204,75",/
234,MONTEKARGO,Podgorica,37,Zarija Franović,2013,58,"303,25",/
235,HTP ONOGOŠT,Nikšić,37,Zarija Franović,2013,170,"695,35",/
236,ODRŽ. ŽELJEZN. VOZNIH SREDST,Podgorica,37,Zarija Franović,2013,78,"364,07",/
39,AD PLANTAŽE,Podgorica,37,Zarija Franović,2013,1225,"626,34",/
237,ŽELJEZN. INFRAST.,Podgorica,37,Zarija Franović,2013,,,
228,ATLAS HOTELS GROUP,Podgorica,37,Zarija Franović,2014,138,"446,37",/
229,UTIP CG,Podgorica,37,Zarija Franović,2014,1000,"1.163,20",/
230,DKP U STEČAJU,Podgorica,37,Zarija Franović,2014,1000,"1.322,50",/
231,KONTEJN. TERMONALI,Bar,37,Zarija Franović,2014,2000,2.297,/
232,LUKA,Bar,37,Zarija Franović,2014,2000,"2.422,60",/
233,MONTENEGROEXSPRES,Budva,37,Zarija Franović,2014,670,"204,75",/
234,MONTEKARGO,Podgorica,37,Zarija Franović,2014,58,"303,25",/
235,HTP ONOGOŠT,Nikšić,37,Zarija Franović,2014,170,"695,35",/
236,ODRŽ. ŽELJEZN. VOZNIH SREDST,Podgorica,37,Zarija Franović,2014,78,"364,07",/
39,AD PLANTAŽE,Podgorica,37,Zarija Franović,2014,1225,"626,34",/
237,ŽELJEZN. INFRAST.,Podgorica,37,Zarija Franović,2014,5530,"15.423,72",/
238,ŽELJEZN. PREVOZ,Podgorica,37,Zarija Franović,2014,78,"411,94",
239,ATLAS HOTELS GROUP,Podgorica,37,Zarija Franović,2014,138,"446,37 €",/
228,ATLAS HOTELS GROUP,Podgorica,37,Zarija Franović,2015,138,"446,37",/
229,UTIP CG,Podgorica,37,Zarija Franović,2015,1000,"1.163,20",/
43,DKP,Podgorica,37,Zarija Franović,2015,1000,"1.322,50",/
240,KTGT,Bar,37,Zarija Franović,2015,2000,2.297,/
232,LUKA,Bar,37,Zarija Franović,2015,2000,"2.422,60",/
233,MONTENEGROEXSPRES,Budva,37,Zarija Franović,2015,670,"204,75",/
234,MONTEKARGO,Podgorica,37,Zarija Franović,2015,58,"303,25",/
235,HTP ONOGOŠT,Nikšić,37,Zarija Franović,2015,170,"695,35",/
236,ODRŽ. ŽELJEZN. VOZNIH SREDST,Podgorica,37,Zarija Franović,2015,78,"364,07",/
39,AD PLANTAŽE,Podgorica,37,Zarija Franović,2015,1225,"626,34",/
237,ŽELJEZN. INFRAST.,Podgorica,37,Zarija Franović,2015,5530,"15.423,72",/
238,ŽELJEZN. PREVOZ,Podgorica,37,Zarija Franović,2015,78,"411,94",/
239,ATLAS HOTELS GROUP,Podgorica,37,Zarija Franović,2015,138,"446,37 €",/
241,MONET,Podgorica,41,Suad Numanović,2010,1 VAUČER,/,/
241,MONET,Podgorica,41,Suad Numanović,2011,1 VAUČER,/,/
75,MONETA,Podgorica,41,Suad Numanović,2012,1 VAUČER,/,/
75,MONETA,Podgorica,41,Suad Numanović,2013,1 VAUČER,/,/
75,MONETA,Podgorica,41,Suad Numanović,2014,1 VAUČER,/,/
242,HLT FOND,Podgorica,38,Miraš Radović,2009,,,Vaučer
142,HLT,Podgorica,38,Miraš Radović,2013,"5,389 AKCIJA","850,34",/
142,HLT,Podgorica,38,Miraš Radović,2014,"5,389 AKCIJA","850,34",/
243,MIG,Podgorica,43,Božidar Vuksanović,2013,5 000,"3809,00",/
243,MIG,Podgorica,43,Božidar Vuksanović,2014,5 000,"3809,00",/
243,MIG,Podgorica,43,Božidar Vuksanović,2015,5 000,"3809,00",/
244,PLANTAŽE,,47,Vuksan Simonović,2008,3 VAUČERA,,
27,PLANTAŽE,,47,Vuksan Simonović,2009,,,MVP
8,AD PLANTAŽE,Podgorica,47,Vuksan Simonović,2010,3 VAUČERA,/,/
245,BRODOGRADILIŠTE BIJELA,,49,Andrija Lompar,2008,VAUČER,,
25,BRODOGRADILIŠTE BIJELA,,49,Andrija Lompar,2008,VAUČER,,
246,JADRANSKO BRODOGRADILIŠTE,,49,Andrija Lompar,2009,,,
247,JADRANSKO BRODOGRADILIŠTE,,49,Andrija Lompar,2009,MVP,,
30,JADRANSKO BRODOGRADILIŠTE,Herceg Novi,49,Andrija Lompar,2010,"0,001 %",/,VAUČER
30,JADRANSKO BRODOGRADILIŠTE,Herceg Novi,49,Andrija Lompar,2011,"0,001 %",/,VAUČER
30,JADRANSKO BRODOGRADILIŠTE,Herceg Novi,49,Andrija Lompar,2012,"0,001 %",/,VAUČER
30,JADRANSKO BRODOGRADILIŠTE,Herceg Novi,49,Andrija Lompar,2013,"0,001 %",/,VAUČER
30,JADRANSKO BRODOGRADILIŠTE,Herceg Novi,49,Andrija Lompar,2015,"0,001 %",/,VAUČER
248,RADOJE DAKIĆ,,50,Snežana Jonica,2009,MVP,,
,ZIB,,50,Snežana Jonica,2009,,,
249,ZIB,Bar,50,Snežana Jonica,2010,2/5 VAUČERA,/,/
250,RADOJE DAKIĆ,Podgorica,50,Snežana Jonica,2010,3/5 VAUČERA,/,/
249,ZIB,Bar,50,Snežana Jonica,2011,2/5 VAUČERA,/,/
250,RADOJE DAKIĆ,Podgorica,50,Snežana Jonica,2011,3/5 VAUČERA,/,/
249,ZIB,Bar,50,Snežana Jonica,2012,2/5 VAUČERA,/,/
250,RADOJE DAKIĆ,Podgorica,50,Snežana Jonica,2012,3/5 VAUČERA,/,/
249,ZIB,Bar,50,Snežana Jonica,2013,2/5 VAUČERA,/,/
250,RADOJE DAKIĆ,Podgorica,50,Snežana Jonica,2013,3/5 VAUČERA,/,/
249,ZIB,Bar,50,Snežana Jonica,2014,2/5 VAUČERA,/,/
250,RADOJE DAKIĆ,Podgorica,50,Snežana Jonica,2014,3/5 VAUČERA,/,/
251,"DOO ""RENTIIER BUDVA",Budva,51,Đorđe Pinjatić,2009,100%,,PRENOS PRAVA UPRAV.
251,"DOO ""RENTIIER BUDVA",,52,Đorđe Pinjatić,2009,100%,,PRENOS PRAVA UPRAV.
252,D.O.O RENTIER,Budva,51,Đorđe Pinjatić,2011,100%,/,/
252,D.O.O RENTIER,Budva,52,Đorđe Pinjatić,2011,100%,/,/
252,D.O.O RENTIER,Budva,51,Đorđe Pinjatić,2012,100%,/,PRENEŠENO PRAVO UPRAVLJANJA
252,D.O.O RENTIER,Budva,52,Đorđe Pinjatić,2012,100%,/,PRENEŠENO PRAVO UPRAVLJANJA
252,D.O.O RENTIER,Budva,51,Đorđe Pinjatić,2013,100%,/,PRENEŠENO PRAVO UPRAVLJANJA
252,D.O.O RENTIER,Budva,52,Đorđe Pinjatić,2013,100%,/,PRENEŠENO PRAVO UPRAVLJANJA
253,"STR ""MILLENIUM""",Žabljak,53,Dobrica Šljivančanin,2010,100 %,/,/
253,"STR ""MILLENIUM""",Žabljak,53,Dobrica Šljivančanin,2011,100 %,/,/
253,"STR ""MILLENIUM""",Žabljak,53,Dobrica Šljivančanin,2012,100 %,/,/
253,"STR ""MILLENIUM""",Žabljak,53,Dobrica Šljivančanin,2013,100 %,/,/
